"","State","Lake","Scientific.Name","Common.Name","Family","Niche","Analyte","Amount","Unit.1","Unit.2","Year"
"36","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Total PCBs",108.71587,"ng/g","ppb",2010
"37","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Total PCBs",173.86821,"ng/g","ppb",2010
"38","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Total PCBs",41.13595,"ng/g","ppb",2010
"39","MI","Lake Michigan","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Total PCBs",124.12553,"ng/g","ppb",2010
"40","MI","Lake Michigan","Oncorhynchus kisutch","Coho salmon","Salmonidae","P","Total PCBs",354.21661,"ng/g","ppb",2010
"41","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Total PCBs",158.14383,"ng/g","ppb",2010
"42","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Total PCBs",42.67406,"ng/g","ppb",2010
"43","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Total PCBs",250.5735,"ng/g","ppb",2010
"44","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Total PCBs",116.25228,"ng/g","ppb",2010
"45","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Total PCBs",680.65524,"ng/g","ppb",2010
"46","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Total PCBs",139.81526,"ng/g","ppb",2010
"47","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Total PCBs",659.05993,"ng/g","ppb",2010
"48","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Total PCBs",710.4304,"ng/g","ppb",2010
"49","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","Total PCBs",240.18436,"ng/g","ppb",2010
"50","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Total PCBs",249.95474,"ng/g","ppb",2010
"51","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Total PCBs",636.42359,"ng/g","ppb",2010
"52","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Total PCBs",148.76324,"ng/g","ppb",2010
"53","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Total PCBs",327.07835,"ng/g","ppb",2010
"54","MI","Lake Huron","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Total PCBs",286.95076,"ng/g","ppb",2010
"55","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Total PCBs",190.80894,"ng/g","ppb",2010
"56","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Total PCBs",828.92878,"ng/g","ppb",2010
"57","MI","Lake Huron","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Total PCBs",1454.01361,"ng/g","ppb",2010
"58","MI","Lake Huron","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Total PCBs",30.92435,"ng/g","ppb",2010
"59","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Total PCBs",191.73714,"ng/g","ppb",2010
"60","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Total PCBs",456.7876,"ng/g","ppb",2010
"61","MI","Lake Huron","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Total PCBs",73.17686,"ng/g","ppb",2010
"62","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Total PCBs",834.90492,"ng/g","ppb",2010
"63","MI","Lake Huron","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Total PCBs",375.54831,"ng/g","ppb",2010
"64","MI","Lake Huron","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Total PCBs",60.90916,"ng/g","ppb",2010
"65","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Total PCBs",179.52279,"ng/g","ppb",2010
"66","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Total PCBs",705.08204,"ng/g","ppb",2010
"67","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Total PCBs",499.85758,"ng/g","ppb",2010
"68","MI","Lake Huron","Salmo trutta","Brown trout","Salmonidae","P","Total PCBs",684.01698,"ng/g","ppb",2010
"69","MI","Lake Huron","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Total PCBs",10.4066,"ng/g","ppb",2010
"70","MI","Lake Huron","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Total PCBs",128.12723,"ng/g","ppb",2010
"71","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Total PCBs",106.21169,"ng/g","ppb",2010
"72","MI","Lake Huron","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Total PCBs",46.80365,"ng/g","ppb",2010
"73","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Total PCBs",109.96095,"ng/g","ppb",2010
"74","MI","Lake Huron","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Total PCBs",111.69525,"ng/g","ppb",2010
"75","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Total PCBs",292.78254,"ng/g","ppb",2010
"76","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Total PCBs",928.59018,"ng/g","ppb",2010
"77","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Total PCBs",551.65946,"ng/g","ppb",2010
"78","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Total PCBs",706.04314,"ng/g","ppb",2010
"79","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Total PCBs",685.90506,"ng/g","ppb",2010
"80","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Total PCBs",169.17799,"ng/g","ppb",2010
"81","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Total PCBs",51.28817,"ng/g","ppb",2010
"82","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Total PCBs",96.56534,"ng/g","ppb",2010
"83","MN","Lake Superior","Catostomus catostomus","Longnose sucker","Catostomidae","BD","Total PCBs",143.71389,"ng/g","ppb",2010
"84","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Total PCBs",53.06948,"ng/g","ppb",2010
"85","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Total PCBs",49.11689,"ng/g","ppb",2010
"86","MN","Lake Superior","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","Total PCBs",22.74616,"ng/g","ppb",2010
"87","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Total PCBs",99.23502,"ng/g","ppb",2010
"88","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Total PCBs",72.73225,"ng/g","ppb",2010
"89","NY","Lake Erie","Sander vitreus","Walleye","Percidae","P","Total PCBs",44.21767,"ng/g","ppb",2010
"90","NY","Lake Erie","Sander vitreus","Walleye","Percidae","P","Total PCBs",129.26138,"ng/g","ppb",2010
"91","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Total PCBs",75.61758,"ng/g","ppb",2010
"92","NY","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Total PCBs",22.78931,"ng/g","ppb",2010
"93","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Total PCBs",110.06445,"ng/g","ppb",2010
"94","NY","Lake Erie","Sander vitreus","Walleye","Percidae","P","Total PCBs",176.74998,"ng/g","ppb",2010
"95","NY","Lake Ontario","Esox niger","Chain pickerel","Esocidae","P","Total PCBs",166.0478,"ng/g","ppb",2010
"96","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Total PCBs",123.30551,"ng/g","ppb",2010
"97","NY","Lake Ontario","Salvelinus namaycush","Lake trout","Salmonidae","P","Total PCBs",1774.37891,"ng/g","ppb",2010
"98","NY","Lake Ontario","Salvelinus namaycush","Lake trout","Salmonidae","P","Total PCBs",416.86604,"ng/g","ppb",2010
"99","NY","Lake Ontario","Sander vitreus","Walleye","Percidae","P","Total PCBs",602.11122,"ng/g","ppb",2010
"100","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Total PCBs",150.09317,"ng/g","ppb",2010
"101","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Total PCBs",221.49754,"ng/g","ppb",2010
"102","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Total PCBs",702.73666,"ng/g","ppb",2010
"103","NY","Lake Ontario","Salvelinus namaycush","Lake trout","Salmonidae","P","Total PCBs",839.21584,"ng/g","ppb",2010
"104","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Total PCBs",131.97586,"ng/g","ppb",2010
"105","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Total PCBs",608.89314,"ng/g","ppb",2010
"106","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Total PCBs",435.65562,"ng/g","ppb",2010
"107","NY","Lake Ontario","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Total PCBs",254.52553,"ng/g","ppb",2010
"108","NY","Lake Ontario","Salvelinus namaycush","Lake trout","Salmonidae","P","Total PCBs",1046.96744,"ng/g","ppb",2010
"109","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Total PCBs",195.69986,"ng/g","ppb",2010
"110","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Total PCBs",273.6441,"ng/g","ppb",2010
"111","NY","Lake Ontario","Sander vitreus","Walleye","Percidae","P","Total PCBs",228.22113,"ng/g","ppb",2010
"112","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Total PCBs",161.98915,"ng/g","ppb",2010
"113","NY","Lake Ontario","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Total PCBs",994.31741,"ng/g","ppb",2010
"114","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Total PCBs",245.00846,"ng/g","ppb",2010
"115","NY","Lake Ontario","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Total PCBs",59.19033,"ng/g","ppb",2010
"116","NY","Lake Ontario","Perca flavescens","Yellow perch","Percidae","P","Total PCBs",8.36957,"ng/g","ppb",2010
"117","NY","Lake Ontario","Sander vitreus","Walleye","Percidae","P","Total PCBs",306.42765,"ng/g","ppb",2010
"118","NY","Lake Ontario","Perca flavescens","Yellow perch","Percidae","P","Total PCBs",12.69375,"ng/g","ppb",2010
"119","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Total PCBs",1065.25972,"ng/g","ppb",2010
"120","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Total PCBs",471.17422,"ng/g","ppb",2010
"121","NY","Lake Ontario","Salmo trutta","Brown trout","Salmonidae","P","Total PCBs",416.0352,"ng/g","ppb",2010
"122","NY","Lake Ontario","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Total PCBs",420.34814,"ng/g","ppb",2010
"123","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Total PCBs",155.90849,"ng/g","ppb",2010
"124","NY","Lake Ontario","Sander vitreus","Walleye","Percidae","P","Total PCBs",2378.63913,"ng/g","ppb",2010
"125","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Total PCBs",220.4724,"ng/g","ppb",2010
"126","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Total PCBs",352.92643,"ng/g","ppb",2010
"127","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Total PCBs",88.07906,"ng/g","ppb",2010
"128","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","Total PCBs",79.34581,"ng/g","ppb",2010
"129","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","Total PCBs",241.54559,"ng/g","ppb",2010
"130","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Total PCBs",296.65328,"ng/g","ppb",2010
"131","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Total PCBs",29.95225,"ng/g","ppb",2010
"132","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Total PCBs",95.70133,"ng/g","ppb",2010
"133","OH","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Total PCBs",256.06575,"ng/g","ppb",2010
"134","OH","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Total PCBs",543.15563,"ng/g","ppb",2010
"135","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","Total PCBs",175.14115,"ng/g","ppb",2010
"136","OH","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Total PCBs",285.13437,"ng/g","ppb",2010
"137","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","Total PCBs",97.94209,"ng/g","ppb",2010
"138","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","Total PCBs",159.31794,"ng/g","ppb",2010
"139","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","Total PCBs",280.34285,"ng/g","ppb",2010
"140","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","Total PCBs",422.48978,"ng/g","ppb",2010
"141","PA","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Total PCBs",233.15658,"ng/g","ppb",2010
"142","PA","Lake Erie","Sander vitreus","Walleye","Percidae","P","Total PCBs",106.37147,"ng/g","ppb",2010
"143","PA","Lake Erie","Sander vitreus","Walleye","Percidae","P","Total PCBs",186.30199,"ng/g","ppb",2010
"144","WI","Lake Superior","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","Total PCBs",22.47855,"ng/g","ppb",2010
"145","WI","Lake Superior","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","Total PCBs",13.93217,"ng/g","ppb",2010
"146","WI","Lake Superior","Catostomus catostomus","Longnose sucker","Catostomidae","BD","Total PCBs",22.03057,"ng/g","ppb",2010
"147","WI","Lake Superior","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","Total PCBs",32.37175,"ng/g","ppb",2010
"148","WI","Lake Superior","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","Total PCBs",42.404,"ng/g","ppb",2010
"149","WI","Lake Superior","Catostomus commersonii","White sucker","Catostomidae","BD","Total PCBs",6.17413,"ng/g","ppb",2010
"150","WI","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Total PCBs",160.53754,"ng/g","ppb",2010
"151","WI","Lake Superior","Catostomus catostomus","Longnose sucker","Catostomidae","BD","Total PCBs",21.32269,"ng/g","ppb",2010
"152","WI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Total PCBs",1102.61678,"ng/g","ppb",2010
"153","WI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Total PCBs",266.90191,"ng/g","ppb",2010
"154","WI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Total PCBs",327.58036,"ng/g","ppb",2010
"155","WI","Lake Michigan","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Total PCBs",1059.53575,"ng/g","ppb",2010
"156","WI","Lake Michigan","Oncorhynchus kisutch","Coho salmon","Salmonidae","P","Total PCBs",241.67407,"ng/g","ppb",2010
"157","WI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Total PCBs",514.87578,"ng/g","ppb",2010
