"","State","Lake.Name","Scientific.Name","Common.Name","Family","Niche","Analyte","Amount","Unit.1","Unit.2"
"370","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluoroheptanoate (PFHpA)",NA,"ng/g","ppb"
"371","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluorooctanoate (PFOA)",NA,"ng/g","ppb"
"372","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluorooctanesulfonate (PFOS)",5,"ng/g","ppb"
"373","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluorooctane sulfonamide (PFOSA)",0.2,"ng/g","ppb"
"374","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluorononanoate (PFNA)",0.2,"ng/g","ppb"
"375","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluorodecanoate (PFDA)",0.28,"ng/g","ppb"
"376","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluoroundecanoate (PFUnA)",0.69,"ng/g","ppb"
"377","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluorododecanoate (PFDoA)",0.24,"ng/g","ppb"
"378","MI","Lake Michigan","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","Perfluorobutanoate (PFBA)",NA,"ng/g","ppb"
"379","MI","Lake Michigan","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","Perfluorobutane sulfonate (PFBS)",NA,"ng/g","ppb"
"380","MI","Lake Michigan","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","Perfluoropentanoate (PFPeA)",NA,"ng/g","ppb"
"381","MI","Lake Michigan","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","Perfluorohexanoate (PFHxA)",NA,"ng/g","ppb"
"382","MI","Lake Michigan","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","Perfluorohexane sulfonate (PFHxS)",NA,"ng/g","ppb"
"383","MI","Lake Michigan","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","Perfluoroheptanoate (PFHpA)",NA,"ng/g","ppb"
"384","MI","Lake Michigan","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","Perfluorooctanoate (PFOA)",NA,"ng/g","ppb"
"385","MI","Lake Michigan","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","Perfluorooctanesulfonate (PFOS)",5.8,"ng/g","ppb"
"386","MI","Lake Michigan","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","Perfluorooctane sulfonamide (PFOSA)",1.2,"ng/g","ppb"
"387","MI","Lake Michigan","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","Perfluorononanoate (PFNA)",0.26,"ng/g","ppb"
"388","MI","Lake Michigan","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","Perfluorodecanoate (PFDA)",0.65,"ng/g","ppb"
"389","MI","Lake Michigan","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","Perfluoroundecanoate (PFUnA)",1.1,"ng/g","ppb"
"390","MI","Lake Michigan","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","Perfluorododecanoate (PFDoA)",0.45,"ng/g","ppb"
"391","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Perfluorobutanoate (PFBA)",NA,"ng/g","ppb"
"392","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Perfluorobutane sulfonate (PFBS)",NA,"ng/g","ppb"
"393","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Perfluoropentanoate (PFPeA)",NA,"ng/g","ppb"
"394","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Perfluorohexanoate (PFHxA)",NA,"ng/g","ppb"
"395","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Perfluorohexane sulfonate (PFHxS)",NA,"ng/g","ppb"
"396","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Perfluoroheptanoate (PFHpA)",NA,"ng/g","ppb"
"397","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Perfluorooctanoate (PFOA)",NA,"ng/g","ppb"
"398","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Perfluorooctanesulfonate (PFOS)",12,"ng/g","ppb"
"399","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Perfluorooctane sulfonamide (PFOSA)",NA,"ng/g","ppb"
"400","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Perfluorononanoate (PFNA)",NA,"ng/g","ppb"
"401","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Perfluorodecanoate (PFDA)",0.76,"ng/g","ppb"
"402","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Perfluoroundecanoate (PFUnA)",1.7,"ng/g","ppb"
"403","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Perfluorododecanoate (PFDoA)",NA,"ng/g","ppb"
"404","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Perfluorobutanoate (PFBA)",NA,"ng/g","ppb"
"405","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Perfluorobutane sulfonate (PFBS)",NA,"ng/g","ppb"
"406","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Perfluoropentanoate (PFPeA)",0.28,"ng/g","ppb"
"407","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Perfluorohexanoate (PFHxA)",NA,"ng/g","ppb"
"408","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Perfluorohexane sulfonate (PFHxS)",0.35,"ng/g","ppb"
"409","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Perfluoroheptanoate (PFHpA)",NA,"ng/g","ppb"
"410","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Perfluorooctanoate (PFOA)",NA,"ng/g","ppb"
"411","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Perfluorooctanesulfonate (PFOS)",6.5,"ng/g","ppb"
"412","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Perfluorooctane sulfonamide (PFOSA)",0.31,"ng/g","ppb"
"413","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Perfluorononanoate (PFNA)",0.23,"ng/g","ppb"
"414","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Perfluorodecanoate (PFDA)",0.26,"ng/g","ppb"
"415","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Perfluoroundecanoate (PFUnA)",0.44,"ng/g","ppb"
"416","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Perfluorododecanoate (PFDoA)",0.14,"ng/g","ppb"
"417","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluorobutanoate (PFBA)",0.21,"ng/g","ppb"
"418","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluorobutane sulfonate (PFBS)",NA,"ng/g","ppb"
"419","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluoropentanoate (PFPeA)",0.31,"ng/g","ppb"
"420","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluorohexanoate (PFHxA)",NA,"ng/g","ppb"
"421","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluorohexane sulfonate (PFHxS)",0.9,"ng/g","ppb"
"422","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluoroheptanoate (PFHpA)",0.22,"ng/g","ppb"
"423","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluorooctanoate (PFOA)",NA,"ng/g","ppb"
"424","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluorooctanesulfonate (PFOS)",29,"ng/g","ppb"
"425","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluorooctane sulfonamide (PFOSA)",0.17,"ng/g","ppb"
"426","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluorononanoate (PFNA)",0.54,"ng/g","ppb"
"427","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluorodecanoate (PFDA)",0.64,"ng/g","ppb"
"428","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluoroundecanoate (PFUnA)",0.69,"ng/g","ppb"
"429","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluorododecanoate (PFDoA)",0.32,"ng/g","ppb"
"430","MI","Lake Michigan","Esox lucius","Northern pike","Esocidae","P","Perfluorobutanoate (PFBA)",NA,"ng/g","ppb"
"431","MI","Lake Michigan","Esox lucius","Northern pike","Esocidae","P","Perfluorobutane sulfonate (PFBS)",NA,"ng/g","ppb"
"432","MI","Lake Michigan","Esox lucius","Northern pike","Esocidae","P","Perfluoropentanoate (PFPeA)",NA,"ng/g","ppb"
"433","MI","Lake Michigan","Esox lucius","Northern pike","Esocidae","P","Perfluorohexanoate (PFHxA)",NA,"ng/g","ppb"
"434","MI","Lake Michigan","Esox lucius","Northern pike","Esocidae","P","Perfluorohexane sulfonate (PFHxS)",NA,"ng/g","ppb"
"435","MI","Lake Michigan","Esox lucius","Northern pike","Esocidae","P","Perfluoroheptanoate (PFHpA)",NA,"ng/g","ppb"
"436","MI","Lake Michigan","Esox lucius","Northern pike","Esocidae","P","Perfluorooctanoate (PFOA)",NA,"ng/g","ppb"
"437","MI","Lake Michigan","Esox lucius","Northern pike","Esocidae","P","Perfluorooctanesulfonate (PFOS)",5.8,"ng/g","ppb"
"438","MI","Lake Michigan","Esox lucius","Northern pike","Esocidae","P","Perfluorooctane sulfonamide (PFOSA)",0.4,"ng/g","ppb"
"439","MI","Lake Michigan","Esox lucius","Northern pike","Esocidae","P","Perfluorononanoate (PFNA)",NA,"ng/g","ppb"
"440","MI","Lake Michigan","Esox lucius","Northern pike","Esocidae","P","Perfluorodecanoate (PFDA)",0.44,"ng/g","ppb"
"441","MI","Lake Michigan","Esox lucius","Northern pike","Esocidae","P","Perfluoroundecanoate (PFUnA)",0.86,"ng/g","ppb"
"442","MI","Lake Michigan","Esox lucius","Northern pike","Esocidae","P","Perfluorododecanoate (PFDoA)",NA,"ng/g","ppb"
"443","MI","Lake Michigan","Catostomus commersonii","White sucker","Catostomidae","BD","Perfluorobutanoate (PFBA)",0.1,"ng/g","ppb"
"444","MI","Lake Michigan","Catostomus commersonii","White sucker","Catostomidae","BD","Perfluorobutane sulfonate (PFBS)",NA,"ng/g","ppb"
"445","MI","Lake Michigan","Catostomus commersonii","White sucker","Catostomidae","BD","Perfluoropentanoate (PFPeA)",NA,"ng/g","ppb"
"446","MI","Lake Michigan","Catostomus commersonii","White sucker","Catostomidae","BD","Perfluorohexanoate (PFHxA)",NA,"ng/g","ppb"
"447","MI","Lake Michigan","Catostomus commersonii","White sucker","Catostomidae","BD","Perfluorohexane sulfonate (PFHxS)",0.3,"ng/g","ppb"
"448","MI","Lake Michigan","Catostomus commersonii","White sucker","Catostomidae","BD","Perfluoroheptanoate (PFHpA)",NA,"ng/g","ppb"
"449","MI","Lake Michigan","Catostomus commersonii","White sucker","Catostomidae","BD","Perfluorooctanoate (PFOA)",0.32,"ng/g","ppb"
"450","MI","Lake Michigan","Catostomus commersonii","White sucker","Catostomidae","BD","Perfluorooctanesulfonate (PFOS)",15,"ng/g","ppb"
"451","MI","Lake Michigan","Catostomus commersonii","White sucker","Catostomidae","BD","Perfluorooctane sulfonamide (PFOSA)",0.13,"ng/g","ppb"
"452","MI","Lake Michigan","Catostomus commersonii","White sucker","Catostomidae","BD","Perfluorononanoate (PFNA)",NA,"ng/g","ppb"
"453","MI","Lake Michigan","Catostomus commersonii","White sucker","Catostomidae","BD","Perfluorodecanoate (PFDA)",0.85,"ng/g","ppb"
"454","MI","Lake Michigan","Catostomus commersonii","White sucker","Catostomidae","BD","Perfluoroundecanoate (PFUnA)",0.87,"ng/g","ppb"
"455","MI","Lake Michigan","Catostomus commersonii","White sucker","Catostomidae","BD","Perfluorododecanoate (PFDoA)",0.32,"ng/g","ppb"
"456","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Perfluorobutanoate (PFBA)",NA,"ng/g","ppb"
"457","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Perfluorobutane sulfonate (PFBS)",NA,"ng/g","ppb"
"458","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Perfluoropentanoate (PFPeA)",NA,"ng/g","ppb"
"459","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Perfluorohexanoate (PFHxA)",NA,"ng/g","ppb"
"460","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Perfluorohexane sulfonate (PFHxS)",NA,"ng/g","ppb"
"461","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Perfluoroheptanoate (PFHpA)",NA,"ng/g","ppb"
"462","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Perfluorooctanoate (PFOA)",NA,"ng/g","ppb"
"463","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Perfluorooctanesulfonate (PFOS)",23,"ng/g","ppb"
"464","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Perfluorooctane sulfonamide (PFOSA)",NA,"ng/g","ppb"
"465","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Perfluorononanoate (PFNA)",4.5,"ng/g","ppb"
"466","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Perfluorodecanoate (PFDA)",3.8,"ng/g","ppb"
"467","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Perfluoroundecanoate (PFUnA)",5.4,"ng/g","ppb"
"468","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Perfluorododecanoate (PFDoA)",1.1,"ng/g","ppb"
"469","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Perfluorobutanoate (PFBA)",NA,"ng/g","ppb"
"470","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Perfluorobutane sulfonate (PFBS)",NA,"ng/g","ppb"
"471","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Perfluoropentanoate (PFPeA)",NA,"ng/g","ppb"
"472","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Perfluorohexanoate (PFHxA)",NA,"ng/g","ppb"
"473","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Perfluorohexane sulfonate (PFHxS)",0.13,"ng/g","ppb"
"474","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Perfluoroheptanoate (PFHpA)",NA,"ng/g","ppb"
"475","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Perfluorooctanoate (PFOA)",0.19,"ng/g","ppb"
"476","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Perfluorooctanesulfonate (PFOS)",20,"ng/g","ppb"
"477","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Perfluorooctane sulfonamide (PFOSA)",2.2,"ng/g","ppb"
"478","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Perfluorononanoate (PFNA)",0.32,"ng/g","ppb"
"479","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Perfluorodecanoate (PFDA)",0.87,"ng/g","ppb"
"480","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Perfluoroundecanoate (PFUnA)",0.86,"ng/g","ppb"
"481","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Perfluorododecanoate (PFDoA)",0.77,"ng/g","ppb"
"482","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluorobutanoate (PFBA)",NA,"ng/g","ppb"
"483","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluorobutane sulfonate (PFBS)",NA,"ng/g","ppb"
"484","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluoropentanoate (PFPeA)",0.17,"ng/g","ppb"
"485","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluorohexanoate (PFHxA)",0.12,"ng/g","ppb"
"486","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluorohexane sulfonate (PFHxS)",0.93,"ng/g","ppb"
"487","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluoroheptanoate (PFHpA)",NA,"ng/g","ppb"
"488","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluorooctanoate (PFOA)",NA,"ng/g","ppb"
"489","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluorooctanesulfonate (PFOS)",19,"ng/g","ppb"
"490","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluorooctane sulfonamide (PFOSA)",NA,"ng/g","ppb"
"491","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluorononanoate (PFNA)",0.48,"ng/g","ppb"
"492","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluorodecanoate (PFDA)",0.5,"ng/g","ppb"
"493","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluoroundecanoate (PFUnA)",1,"ng/g","ppb"
"494","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluorododecanoate (PFDoA)",0.41,"ng/g","ppb"
"495","MI","Lake Michigan","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Perfluorobutanoate (PFBA)",NA,"ng/g","ppb"
"496","MI","Lake Michigan","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Perfluorobutane sulfonate (PFBS)",NA,"ng/g","ppb"
"497","MI","Lake Michigan","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Perfluoropentanoate (PFPeA)",NA,"ng/g","ppb"
"498","MI","Lake Michigan","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Perfluorohexanoate (PFHxA)",NA,"ng/g","ppb"
"499","MI","Lake Michigan","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Perfluorohexane sulfonate (PFHxS)",NA,"ng/g","ppb"
"500","MI","Lake Michigan","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Perfluoroheptanoate (PFHpA)",NA,"ng/g","ppb"
"501","MI","Lake Michigan","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Perfluorooctanoate (PFOA)",NA,"ng/g","ppb"
"502","MI","Lake Michigan","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Perfluorooctanesulfonate (PFOS)",5.6,"ng/g","ppb"
"503","MI","Lake Michigan","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Perfluorooctane sulfonamide (PFOSA)",NA,"ng/g","ppb"
"504","MI","Lake Michigan","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Perfluorononanoate (PFNA)",NA,"ng/g","ppb"
"505","MI","Lake Michigan","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Perfluorodecanoate (PFDA)",NA,"ng/g","ppb"
"506","MI","Lake Michigan","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Perfluoroundecanoate (PFUnA)",NA,"ng/g","ppb"
"507","MI","Lake Michigan","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Perfluorododecanoate (PFDoA)",NA,"ng/g","ppb"
"508","MI","Lake Michigan","Oncorhynchus kisutch","Coho salmon","Salmonidae","P","Perfluorobutanoate (PFBA)",NA,"ng/g","ppb"
"509","MI","Lake Michigan","Oncorhynchus kisutch","Coho salmon","Salmonidae","P","Perfluorobutane sulfonate (PFBS)",NA,"ng/g","ppb"
"510","MI","Lake Michigan","Oncorhynchus kisutch","Coho salmon","Salmonidae","P","Perfluoropentanoate (PFPeA)",NA,"ng/g","ppb"
"511","MI","Lake Michigan","Oncorhynchus kisutch","Coho salmon","Salmonidae","P","Perfluorohexanoate (PFHxA)",NA,"ng/g","ppb"
"512","MI","Lake Michigan","Oncorhynchus kisutch","Coho salmon","Salmonidae","P","Perfluorohexane sulfonate (PFHxS)",NA,"ng/g","ppb"
"513","MI","Lake Michigan","Oncorhynchus kisutch","Coho salmon","Salmonidae","P","Perfluoroheptanoate (PFHpA)",NA,"ng/g","ppb"
"514","MI","Lake Michigan","Oncorhynchus kisutch","Coho salmon","Salmonidae","P","Perfluorooctanoate (PFOA)",NA,"ng/g","ppb"
"515","MI","Lake Michigan","Oncorhynchus kisutch","Coho salmon","Salmonidae","P","Perfluorooctanesulfonate (PFOS)",6,"ng/g","ppb"
"516","MI","Lake Michigan","Oncorhynchus kisutch","Coho salmon","Salmonidae","P","Perfluorooctane sulfonamide (PFOSA)",NA,"ng/g","ppb"
"517","MI","Lake Michigan","Oncorhynchus kisutch","Coho salmon","Salmonidae","P","Perfluorononanoate (PFNA)",NA,"ng/g","ppb"
"518","MI","Lake Michigan","Oncorhynchus kisutch","Coho salmon","Salmonidae","P","Perfluorodecanoate (PFDA)",NA,"ng/g","ppb"
"519","MI","Lake Michigan","Oncorhynchus kisutch","Coho salmon","Salmonidae","P","Perfluoroundecanoate (PFUnA)",NA,"ng/g","ppb"
"520","MI","Lake Michigan","Oncorhynchus kisutch","Coho salmon","Salmonidae","P","Perfluorododecanoate (PFDoA)",NA,"ng/g","ppb"
"521","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluorobutanoate (PFBA)",NA,"ng/g","ppb"
"522","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluorobutane sulfonate (PFBS)",NA,"ng/g","ppb"
"523","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluoropentanoate (PFPeA)",0.34,"ng/g","ppb"
"524","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluorohexanoate (PFHxA)",0.67,"ng/g","ppb"
"525","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluorohexane sulfonate (PFHxS)",2,"ng/g","ppb"
"526","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluoroheptanoate (PFHpA)",NA,"ng/g","ppb"
"527","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluorooctanoate (PFOA)",NA,"ng/g","ppb"
"528","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluorooctanesulfonate (PFOS)",22,"ng/g","ppb"
"529","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluorooctane sulfonamide (PFOSA)",0.08,"ng/g","ppb"
"530","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluorononanoate (PFNA)",0.17,"ng/g","ppb"
"531","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluorodecanoate (PFDA)",0.25,"ng/g","ppb"
"532","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluoroundecanoate (PFUnA)",0.22,"ng/g","ppb"
"533","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Perfluorododecanoate (PFDoA)",NA,"ng/g","ppb"
"534","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Perfluorobutanoate (PFBA)",0.36,"ng/g","ppb"
"535","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Perfluorobutane sulfonate (PFBS)",NA,"ng/g","ppb"
"536","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Perfluoropentanoate (PFPeA)",NA,"ng/g","ppb"
"537","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Perfluorohexanoate (PFHxA)",NA,"ng/g","ppb"
"538","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Perfluorohexane sulfonate (PFHxS)",NA,"ng/g","ppb"
"539","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Perfluoroheptanoate (PFHpA)",NA,"ng/g","ppb"
"540","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Perfluorooctanoate (PFOA)",NA,"ng/g","ppb"
"541","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Perfluorooctanesulfonate (PFOS)",24,"ng/g","ppb"
"542","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Perfluorooctane sulfonamide (PFOSA)",4.2,"ng/g","ppb"
"543","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Perfluorononanoate (PFNA)",NA,"ng/g","ppb"
"544","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Perfluorodecanoate (PFDA)",3,"ng/g","ppb"
"545","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Perfluoroundecanoate (PFUnA)",6.8,"ng/g","ppb"
"546","MI","Lake Michigan","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Perfluorododecanoate (PFDoA)",1.6,"ng/g","ppb"
"547","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Perfluorobutanoate (PFBA)",NA,"ng/g","ppb"
"548","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Perfluorobutane sulfonate (PFBS)",NA,"ng/g","ppb"
"549","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Perfluoropentanoate (PFPeA)",NA,"ng/g","ppb"
"550","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Perfluorohexanoate (PFHxA)",NA,"ng/g","ppb"
"551","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Perfluorohexane sulfonate (PFHxS)",NA,"ng/g","ppb"
"552","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Perfluoroheptanoate (PFHpA)",NA,"ng/g","ppb"
"553","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Perfluorooctanoate (PFOA)",NA,"ng/g","ppb"
"554","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Perfluorooctanesulfonate (PFOS)",12,"ng/g","ppb"
"555","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Perfluorooctane sulfonamide (PFOSA)",2.8,"ng/g","ppb"
"556","MI","Lake Michigan","Sander vitreus","Walleye","Percidae","P","Perfluorononanoate (PFNA)",0.25,"ng/g","ppb"
