"","State","Lake","Scientific.Name","Common.Name","Family","Niche","Chemical","Amount","Units.1","Units.2"
"221","MI","Lake Erie","Sander vitreus","Walleye","Percidae","P","6:2 FTS",NA,"ng/g","ppb"
"222","MI","Lake Erie","Sander vitreus","Walleye","Percidae","P","8:2 FTS",NA,"ng/g","ppb"
"223","MI","Lake Erie","Sander vitreus","Walleye","Percidae","P","PFOSA",NA,"ng/g","ppb"
"224","MI","Lake Erie","Sander vitreus","Walleye","Percidae","P","N-MeFOSA",NA,"ng/g","ppb"
"225","MI","Lake Erie","Sander vitreus","Walleye","Percidae","P","N-EtFOSA",NA,"ng/g","ppb"
"226","MI","Lake Erie","Sander vitreus","Walleye","Percidae","P","MeFOSAA",NA,"ng/g","ppb"
"227","MI","Lake Erie","Sander vitreus","Walleye","Percidae","P","EtFOSAA",NA,"ng/g","ppb"
"228","MI","Lake Erie","Sander vitreus","Walleye","Percidae","P","N-MeFOSE",NA,"ng/g","ppb"
"229","MI","Lake Erie","Sander vitreus","Walleye","Percidae","P","N-EtFOSE",NA,"ng/g","ppb"
"230","MI","Lake Erie","Sander vitreus","Walleye","Percidae","P","HFPO-DA",NA,"ng/g","ppb"
"231","MI","Lake Erie","Sander vitreus","Walleye","Percidae","P","ADONA",NA,"ng/g","ppb"
"232","MI","Lake Erie","Sander vitreus","Walleye","Percidae","P","9Cl-PF3ONS",NA,"ng/g","ppb"
"233","MI","Lake Erie","Sander vitreus","Walleye","Percidae","P","11Cl-PF3OUdS",NA,"ng/g","ppb"
"234","MI","Lake Erie","Sander vitreus","Walleye","Percidae","P","3:3 FTCA",NA,"ng/g","ppb"
"235","MI","Lake Erie","Sander vitreus","Walleye","Percidae","P","5:3 FTCA",NA,"ng/g","ppb"
"236","MI","Lake Erie","Sander vitreus","Walleye","Percidae","P","7:3 FTCA",NA,"ng/g","ppb"
"237","MI","Lake Erie","Sander vitreus","Walleye","Percidae","P","PFEESA",NA,"ng/g","ppb"
"238","MI","Lake Erie","Sander vitreus","Walleye","Percidae","P","PFMPA",NA,"ng/g","ppb"
"239","MI","Lake Erie","Sander vitreus","Walleye","Percidae","P","PFMBA",NA,"ng/g","ppb"
"240","MI","Lake Erie","Sander vitreus","Walleye","Percidae","P","NFDHA",NA,"ng/g","ppb"
"241","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFBA",NA,"ng/g","ppb"
"242","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFPeA",NA,"ng/g","ppb"
"243","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFHxA",0.14,"ng/g","ppb"
"244","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFHpA",NA,"ng/g","ppb"
"245","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFOA",NA,"ng/g","ppb"
"246","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFNA",0.534,"ng/g","ppb"
"247","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFDA",1.42,"ng/g","ppb"
"248","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFUnA",1.43,"ng/g","ppb"
"249","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFDoA",0.641,"ng/g","ppb"
"250","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFTrDA",0.981,"ng/g","ppb"
"251","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFTeDA",0.415,"ng/g","ppb"
"252","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFBS",NA,"ng/g","ppb"
"253","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFPeS",NA,"ng/g","ppb"
"254","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFHxS",NA,"ng/g","ppb"
"255","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFHpS",NA,"ng/g","ppb"
"256","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFOS",18.9,"ng/g","ppb"
"257","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFNS",NA,"ng/g","ppb"
"258","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFDS",0.426,"ng/g","ppb"
"259","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFDoS",NA,"ng/g","ppb"
"260","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","4:2 FTS",NA,"ng/g","ppb"
"261","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","6:2 FTS",NA,"ng/g","ppb"
"262","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","8:2 FTS",NA,"ng/g","ppb"
"263","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFOSA",NA,"ng/g","ppb"
"264","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","N-MeFOSA",NA,"ng/g","ppb"
"265","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","N-EtFOSA",NA,"ng/g","ppb"
"266","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","MeFOSAA",NA,"ng/g","ppb"
"267","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","EtFOSAA",NA,"ng/g","ppb"
"268","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","N-MeFOSE",NA,"ng/g","ppb"
"269","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","N-EtFOSE",NA,"ng/g","ppb"
"270","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","HFPO-DA",NA,"ng/g","ppb"
"271","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","ADONA",NA,"ng/g","ppb"
"272","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","9Cl-PF3ONS",NA,"ng/g","ppb"
"273","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","11Cl-PF3OUdS",NA,"ng/g","ppb"
"274","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","3:3 FTCA",NA,"ng/g","ppb"
"275","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","5:3 FTCA",2.3,"ng/g","ppb"
"276","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","7:3 FTCA",3.24,"ng/g","ppb"
"277","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFEESA",NA,"ng/g","ppb"
"278","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFMPA",NA,"ng/g","ppb"
"279","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFMBA",NA,"ng/g","ppb"
"280","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","NFDHA",NA,"ng/g","ppb"
"281","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFBA",NA,"ng/g","ppb"
"282","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFPeA",NA,"ng/g","ppb"
"283","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFHxA",NA,"ng/g","ppb"
"284","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFHpA",NA,"ng/g","ppb"
"285","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFOA",NA,"ng/g","ppb"
"286","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFNA",NA,"ng/g","ppb"
"287","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFDA",1.95,"ng/g","ppb"
"288","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFUnA",2.78,"ng/g","ppb"
"289","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFDoA",0.947,"ng/g","ppb"
"290","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFTrDA",1.4,"ng/g","ppb"
"291","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFTeDA",0.766,"ng/g","ppb"
"292","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFBS",NA,"ng/g","ppb"
"293","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFPeS",NA,"ng/g","ppb"
"294","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFHxS",NA,"ng/g","ppb"
"295","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFHpS",NA,"ng/g","ppb"
"296","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFOS",19.1,"ng/g","ppb"
"297","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFNS",NA,"ng/g","ppb"
"298","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFDS",0.252,"ng/g","ppb"
"299","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFDoS",NA,"ng/g","ppb"
"300","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","4:2 FTS",NA,"ng/g","ppb"
"301","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","6:2 FTS",NA,"ng/g","ppb"
"302","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","8:2 FTS",NA,"ng/g","ppb"
"303","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFOSA",0.223,"ng/g","ppb"
"304","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","N-MeFOSA",NA,"ng/g","ppb"
"305","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","N-EtFOSA",NA,"ng/g","ppb"
"306","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","MeFOSAA",NA,"ng/g","ppb"
"307","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","EtFOSAA",NA,"ng/g","ppb"
"308","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","N-MeFOSE",NA,"ng/g","ppb"
"309","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","N-EtFOSE",NA,"ng/g","ppb"
"310","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","HFPO-DA",NA,"ng/g","ppb"
"311","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","ADONA",NA,"ng/g","ppb"
"312","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","9Cl-PF3ONS",NA,"ng/g","ppb"
"313","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","11Cl-PF3OUdS",NA,"ng/g","ppb"
"314","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","3:3 FTCA",NA,"ng/g","ppb"
"315","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","5:3 FTCA",NA,"ng/g","ppb"
"316","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","7:3 FTCA",NA,"ng/g","ppb"
"317","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFEESA",NA,"ng/g","ppb"
"318","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFMPA",NA,"ng/g","ppb"
"319","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFMBA",NA,"ng/g","ppb"
"320","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","NFDHA",NA,"ng/g","ppb"
"321","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFBA",NA,"ng/g","ppb"
"322","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFPeA",NA,"ng/g","ppb"
"323","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFHxA",NA,"ng/g","ppb"
"324","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFHpA",NA,"ng/g","ppb"
"325","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFOA",NA,"ng/g","ppb"
"326","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFNA",NA,"ng/g","ppb"
"327","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFDA",1.14,"ng/g","ppb"
"328","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFUnA",1.11,"ng/g","ppb"
"329","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFDoA",0.49,"ng/g","ppb"
"330","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFTeDA",0.362,"ng/g","ppb"
"331","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFBS",NA,"ng/g","ppb"
"332","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFPeS",NA,"ng/g","ppb"
"333","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFHxS",NA,"ng/g","ppb"
"334","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFHpS",NA,"ng/g","ppb"
"335","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFOS",12.3,"ng/g","ppb"
"336","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFNS",NA,"ng/g","ppb"
"337","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFDS",0.26,"ng/g","ppb"
"338","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFDoS",NA,"ng/g","ppb"
"339","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","4:2 FTS",NA,"ng/g","ppb"
"340","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","6:2 FTS",NA,"ng/g","ppb"
"341","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","8:2 FTS",NA,"ng/g","ppb"
"342","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFOSA",NA,"ng/g","ppb"
"343","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","N-MeFOSA",NA,"ng/g","ppb"
"344","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","N-EtFOSA",NA,"ng/g","ppb"
"345","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","MeFOSAA",NA,"ng/g","ppb"
"346","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","EtFOSAA",NA,"ng/g","ppb"
"347","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","N-MeFOSE",NA,"ng/g","ppb"
"348","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","N-EtFOSE",NA,"ng/g","ppb"
"349","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","HFPO-DA",NA,"ng/g","ppb"
"350","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","ADONA",NA,"ng/g","ppb"
"351","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","9Cl-PF3ONS",NA,"ng/g","ppb"
"352","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","11Cl-PF3OUdS",NA,"ng/g","ppb"
"353","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","3:3 FTCA",NA,"ng/g","ppb"
"354","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","5:3 FTCA",NA,"ng/g","ppb"
"355","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","7:3 FTCA",2.29,"ng/g","ppb"
"356","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFEESA",NA,"ng/g","ppb"
"357","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFMPA",NA,"ng/g","ppb"
"358","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFMBA",NA,"ng/g","ppb"
"359","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","NFDHA",NA,"ng/g","ppb"
"360","NY","Lake Erie","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFTrDA",0.742,"ng/g","ppb"
"361","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFBA",NA,"ng/g","ppb"
"362","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFPeA",NA,"ng/g","ppb"
"363","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFHxA",0.097,"ng/g","ppb"
"364","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFHpA",NA,"ng/g","ppb"
"365","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFOA",NA,"ng/g","ppb"
"366","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFNA",0.171,"ng/g","ppb"
"367","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFDA",1.76,"ng/g","ppb"
"368","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFUnA",1.7,"ng/g","ppb"
"369","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFDoA",0.642,"ng/g","ppb"
"370","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFTrDA",0.902,"ng/g","ppb"
"371","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFTeDA",0.3,"ng/g","ppb"
"372","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFBS",NA,"ng/g","ppb"
"373","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFPeS",NA,"ng/g","ppb"
"374","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFHxS",NA,"ng/g","ppb"
"375","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFHpS",NA,"ng/g","ppb"
"376","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFOS",18.5,"ng/g","ppb"
"377","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFNS",NA,"ng/g","ppb"
"378","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFDS",0.195,"ng/g","ppb"
"379","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFDoS",NA,"ng/g","ppb"
"380","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","4:2 FTS",NA,"ng/g","ppb"
"381","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","6:2 FTS",NA,"ng/g","ppb"
"382","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","8:2 FTS",NA,"ng/g","ppb"
"383","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFOSA",0.341,"ng/g","ppb"
"384","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","N-MeFOSA",NA,"ng/g","ppb"
"385","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","N-EtFOSA",NA,"ng/g","ppb"
"386","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","MeFOSAA",NA,"ng/g","ppb"
"387","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","EtFOSAA",NA,"ng/g","ppb"
"388","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","N-MeFOSE",NA,"ng/g","ppb"
"389","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","N-EtFOSE",NA,"ng/g","ppb"
"390","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","HFPO-DA",NA,"ng/g","ppb"
"391","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","ADONA",NA,"ng/g","ppb"
"392","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","9Cl-PF3ONS",NA,"ng/g","ppb"
"393","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","11Cl-PF3OUdS",NA,"ng/g","ppb"
"394","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","3:3 FTCA",NA,"ng/g","ppb"
"395","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","5:3 FTCA",NA,"ng/g","ppb"
"396","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","7:3 FTCA",NA,"ng/g","ppb"
"397","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFEESA",NA,"ng/g","ppb"
"398","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFMPA",NA,"ng/g","ppb"
"399","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFMBA",NA,"ng/g","ppb"
"400","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","NFDHA",NA,"ng/g","ppb"
"401","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFTrDA",0.8,"ng/g","ppb"
"402","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFBA",NA,"ng/g","ppb"
"403","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFPeA",NA,"ng/g","ppb"
"404","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFHxA",NA,"ng/g","ppb"
"405","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFHpA",NA,"ng/g","ppb"
"406","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFOA",NA,"ng/g","ppb"
"407","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFNA",NA,"ng/g","ppb"
"408","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFDA",2.05,"ng/g","ppb"
"409","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFUnA",1.65,"ng/g","ppb"
"410","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFDoA",0.535,"ng/g","ppb"
"411","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFTeDA",0.354,"ng/g","ppb"
"412","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFBS",NA,"ng/g","ppb"
"413","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFPeS",NA,"ng/g","ppb"
"414","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFHxS",NA,"ng/g","ppb"
"415","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFHpS",NA,"ng/g","ppb"
"416","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFOS",23,"ng/g","ppb"
"417","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFNS",NA,"ng/g","ppb"
"418","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFDS",0.211,"ng/g","ppb"
"419","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFDoS",NA,"ng/g","ppb"
"420","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","4:2 FTS",NA,"ng/g","ppb"
"421","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","6:2 FTS",NA,"ng/g","ppb"
"422","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","8:2 FTS",NA,"ng/g","ppb"
"423","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","PFOSA",0.34,"ng/g","ppb"
"424","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","N-MeFOSA",NA,"ng/g","ppb"
"425","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","N-EtFOSA",NA,"ng/g","ppb"
"426","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","MeFOSAA",NA,"ng/g","ppb"
"427","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","EtFOSAA",NA,"ng/g","ppb"
"428","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","N-MeFOSE",NA,"ng/g","ppb"
"429","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","N-EtFOSE",NA,"ng/g","ppb"
"430","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","HFPO-DA",NA,"ng/g","ppb"
"431","NY","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","ADONA",NA,"ng/g","ppb"
