"","State","Lake","Scientific.Name","Common.Name","Family","Niche","Analyte","Amount","Units","Year"
"1933","MI","Lake Huron","Prosopium cylindraceum","Round Whitefish","Salmonidae","BD","13,16-Docosadienoic acid",NA,"µg/g",2020
"1934","MI","Lake Huron","Prosopium cylindraceum","Round Whitefish","Salmonidae","BD","Docosapentaenoic acid",707.41,"µg/g",2020
"1935","MI","Lake Huron","Prosopium cylindraceum","Round Whitefish","Salmonidae","BD","Docosahexaenoic acid",2073.99,"µg/g",2020
"1936","MI","Lake Huron","Prosopium cylindraceum","Round Whitefish","Salmonidae","BD","Tricosanoic acid",102,"µg/g",2020
"1937","MI","Lake Huron","Prosopium cylindraceum","Round Whitefish","Salmonidae","BD","Lignoceric acid",13.34,"µg/g",2020
"1938","MI","Lake Huron","Prosopium cylindraceum","Round Whitefish","Salmonidae","BD","Nervonic acid",NA,"µg/g",2020
"1939","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Decanoic acid",NA,"µg/g",2020
"1940","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Undecanoic acid",NA,"µg/g",2020
"1941","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Dodecanoic acid",NA,"µg/g",2020
"1942","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Tridecanoic acid",NA,"µg/g",2020
"1943","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Myristic acid",1091.95,"µg/g",2020
"1944","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Myristoleic acid",124.71,"µg/g",2020
"1945","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Pentadecanoic acid",253.94,"µg/g",2020
"1946","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","cis-10-Pentadecenoic acid",NA,"µg/g",2020
"1947","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Palmitic acid",8872.96,"µg/g",2020
"1948","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","cis-7-Hexadecenoic acid",8314.13,"µg/g",2020
"1949","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Heptadecanoic acid",303.19,"µg/g",2020
"1950","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","cis-10-Heptadecenoic acid",NA,"µg/g",2020
"1951","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Stearic acid",1611.26,"µg/g",2020
"1952","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Oleic acid",7265.61,"µg/g",2020
"1953","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Elaidic acid",NA,"µg/g",2020
"1954","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","cis-Vaccenic acid",3324.82,"µg/g",2020
"1955","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Linoleic acid",1584.94,"µg/g",2020
"1956","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Linolelaidic acid",NA,"µg/g",2020
"1957","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Linolenic acid",902.44,"µg/g",2020
"1958","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","gamma-Linolenic acid",174.65,"µg/g",2020
"1959","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Octadecatetraenoic acid",244.78,"µg/g",2020
"1960","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Arachidic acid",102.57,"µg/g",2020
"1961","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Eicosenoic acid",558.44,"µg/g",2020
"1962","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Eicosadienoic acid",136.57,"µg/g",2020
"1963","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Eicosatrienoic acid",NA,"µg/g",2020
"1964","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Dihomo-gamma-linolenic acid",148.42,"µg/g",2020
"1965","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Arachidonic acid",2561.16,"µg/g",2020
"1966","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Eicosapentaenoic acid",2972.21,"µg/g",2020
"1967","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Heneicosanoic acid",28.92,"µg/g",2020
"1968","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Behenic acid",NA,"µg/g",2020
"1969","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Erucic acid",NA,"µg/g",2020
"1970","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Cetoleic acid",NA,"µg/g",2020
"1971","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","13,16-Docosadienoic acid",NA,"µg/g",2020
"1972","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Docosapentaenoic acid",1908.28,"µg/g",2020
"1973","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Docosahexaenoic acid",1581.51,"µg/g",2020
"1974","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Tricosanoic acid",213.3,"µg/g",2020
"1975","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Lignoceric acid",NA,"µg/g",2020
"1976","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Nervonic acid",46.46,"µg/g",2020
"1977","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Decanoic acid",NA,"µg/g",2020
"1978","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Undecanoic acid",NA,"µg/g",2020
"1979","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Dodecanoic acid",NA,"µg/g",2020
"1980","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Tridecanoic acid",3.98,"µg/g",2020
"1981","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Myristic acid",382.6,"µg/g",2020
"1982","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Myristoleic acid",31.94,"µg/g",2020
"1983","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Pentadecanoic acid",48.33,"µg/g",2020
"1984","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","cis-10-Pentadecenoic acid",NA,"µg/g",2020
"1985","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Palmitic acid",2098,"µg/g",2020
"1986","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","cis-7-Hexadecenoic acid",2136.12,"µg/g",2020
"1987","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Heptadecanoic acid",52.08,"µg/g",2020
"1988","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","cis-10-Heptadecenoic acid",NA,"µg/g",2020
"1989","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Stearic acid",651.05,"µg/g",2020
"1990","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Oleic acid",1423.18,"µg/g",2020
"1991","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Elaidic acid",NA,"µg/g",2020
"1992","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","cis-Vaccenic acid",847.63,"µg/g",2020
"1993","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Linoleic acid",548.96,"µg/g",2020
"1994","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Linolelaidic acid",63.92,"µg/g",2020
"1995","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Linolenic acid",NA,"µg/g",2020
"1996","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","gamma-Linolenic acid",84.73,"µg/g",2020
"1997","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Octadecatetraenoic acid",NA,"µg/g",2020
"1998","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Arachidic acid",29.69,"µg/g",2020
"1999","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Eicosenoic acid",NA,"µg/g",2020
"2000","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Eicosadienoic acid",47.09,"µg/g",2020
"2001","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Eicosatrienoic acid",NA,"µg/g",2020
"2002","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Dihomo-gamma-linolenic acid",70.72,"µg/g",2020
"2003","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Arachidonic acid",491.84,"µg/g",2020
"2004","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Eicosapentaenoic acid",1335.8,"µg/g",2020
"2005","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Heneicosanoic acid",105.05,"µg/g",2020
"2006","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Behenic acid",NA,"µg/g",2020
"2007","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Erucic acid",7.02,"µg/g",2020
"2008","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Cetoleic acid",NA,"µg/g",2020
"2009","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","13,16-Docosadienoic acid",NA,"µg/g",2020
"2010","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Docosapentaenoic acid",602.32,"µg/g",2020
"2011","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Docosahexaenoic acid",1663.98,"µg/g",2020
"2012","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Tricosanoic acid",81.19,"µg/g",2020
"2013","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Lignoceric acid",NA,"µg/g",2020
"2014","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Nervonic acid",NA,"µg/g",2020
"2015","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Decanoic acid",NA,"µg/g",2020
"2016","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Undecanoic acid",NA,"µg/g",2020
"2017","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Dodecanoic acid",NA,"µg/g",2020
"2018","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Tridecanoic acid",NA,"µg/g",2020
"2019","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Myristic acid",310.06,"µg/g",2020
"2020","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Myristoleic acid",31.16,"µg/g",2020
"2021","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Pentadecanoic acid",56.2,"µg/g",2020
"2022","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","cis-10-Pentadecenoic acid",NA,"µg/g",2020
"2023","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Palmitic acid",2527.97,"µg/g",2020
"2024","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","cis-7-Hexadecenoic acid",2316.04,"µg/g",2020
"2025","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Heptadecanoic acid",66.74,"µg/g",2020
"2026","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","cis-10-Heptadecenoic acid",NA,"µg/g",2020
"2027","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Stearic acid",748.07,"µg/g",2020
"2028","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Oleic acid",1516.96,"µg/g",2020
"2029","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Elaidic acid",NA,"µg/g",2020
"2030","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","cis-Vaccenic acid",1110.2,"µg/g",2020
"2031","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Linoleic acid",451.21,"µg/g",2020
"2032","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Linolelaidic acid",NA,"µg/g",2020
"2033","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Linolenic acid",NA,"µg/g",2020
"2034","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","gamma-Linolenic acid",56.11,"µg/g",2020
"2035","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Octadecatetraenoic acid",NA,"µg/g",2020
"2036","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Arachidic acid",33.82,"µg/g",2020
"2037","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Eicosenoic acid",NA,"µg/g",2020
"2038","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Eicosadienoic acid",41.31,"µg/g",2020
"2039","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Eicosatrienoic acid",NA,"µg/g",2020
"2040","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Dihomo-gamma-linolenic acid",68.07,"µg/g",2020
"2041","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Arachidonic acid",495.45,"µg/g",2020
"2042","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Eicosapentaenoic acid",1122.92,"µg/g",2020
"2043","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Heneicosanoic acid",NA,"µg/g",2020
"2044","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Behenic acid",NA,"µg/g",2020
"2045","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Erucic acid",8.69,"µg/g",2020
"2046","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Cetoleic acid",NA,"µg/g",2020
"2047","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","13,16-Docosadienoic acid",NA,"µg/g",2020
"2048","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Docosapentaenoic acid",736.72,"µg/g",2020
"2049","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Docosahexaenoic acid",1750.12,"µg/g",2020
"2050","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Tricosanoic acid",85.54,"µg/g",2020
"2051","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Lignoceric acid",NA,"µg/g",2020
"2052","MI","Lake Huron","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","Nervonic acid",31.02,"µg/g",2020
"2053","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","Decanoic acid",NA,"µg/g",2020
"2054","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","Undecanoic acid",NA,"µg/g",2020
"2055","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","Dodecanoic acid",NA,"µg/g",2020
"2056","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","Tridecanoic acid",14.63,"µg/g",2020
"2057","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","Myristic acid",3604.45,"µg/g",2020
"2058","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","Myristoleic acid",240.7,"µg/g",2020
"2059","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","Pentadecanoic acid",294.82,"µg/g",2020
"2060","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","cis-10-Pentadecenoic acid",NA,"µg/g",2020
"2061","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","Palmitic acid",NA,"µg/g",2020
"2062","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","cis-7-Hexadecenoic acid",376.47,"µg/g",2020
"2063","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","Heptadecanoic acid",426.55,"µg/g",2020
"2064","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","cis-10-Heptadecenoic acid",NA,"µg/g",2020
"2065","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","Stearic acid",2551.34,"µg/g",2020
"2066","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","Oleic acid",21642.24,"µg/g",2020
"2067","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","Elaidic acid",NA,"µg/g",2020
"2068","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","cis-Vaccenic acid",4934.58,"µg/g",2020
"2069","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","Linoleic acid",3742.91,"µg/g",2020
"2070","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","Linolelaidic acid",43.94,"µg/g",2020
"2071","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","Linolenic acid",2583.2,"µg/g",2020
"2072","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","gamma-Linolenic acid",267.41,"µg/g",2020
"2073","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","Octadecatetraenoic acid",1109.77,"µg/g",2020
"2074","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","Arachidic acid",147.48,"µg/g",2020
"2075","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","Eicosenoic acid",NA,"µg/g",2020
"2076","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","Eicosadienoic acid",872.37,"µg/g",2020
"2077","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","Eicosatrienoic acid",890.02,"µg/g",2020
"2078","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","Dihomo-gamma-linolenic acid",424.64,"µg/g",2020
"2079","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","Arachidonic acid",2880.9,"µg/g",2020
"2080","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","Eicosapentaenoic acid",5867.52,"µg/g",2020
"2081","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","Heneicosanoic acid",NA,"µg/g",2020
"2082","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","Behenic acid",NA,"µg/g",2020
"2083","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","Erucic acid",147.2,"µg/g",2020
"2084","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","Cetoleic acid",NA,"µg/g",2020
"2085","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","13,16-Docosadienoic acid",194.39,"µg/g",2020
"2086","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","Docosapentaenoic acid",2910.58,"µg/g",2020
"2087","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","Docosahexaenoic acid",12077.65,"µg/g",2020
"2088","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","Tricosanoic acid",1984.1,"µg/g",2020
"2089","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","Lignoceric acid",92.67,"µg/g",2020
"2090","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","Nervonic acid",647.46,"µg/g",2020
"2091","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Decanoic acid",NA,"µg/g",2020
"2092","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Undecanoic acid",NA,"µg/g",2020
"2093","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Dodecanoic acid",NA,"µg/g",2020
"2094","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Tridecanoic acid",NA,"µg/g",2020
"2095","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Myristic acid",1663.33,"µg/g",2020
"2096","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Myristoleic acid",193.2,"µg/g",2020
"2097","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Pentadecanoic acid",393.4,"µg/g",2020
"2098","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","cis-10-Pentadecenoic acid",NA,"µg/g",2020
"2099","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Palmitic acid",13049.97,"µg/g",2020
"2100","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","cis-7-Hexadecenoic acid",13238.38,"µg/g",2020
"2101","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Heptadecanoic acid",426.94,"µg/g",2020
"2102","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","cis-10-Heptadecenoic acid",NA,"µg/g",2020
"2103","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Stearic acid",2665.95,"µg/g",2020
"2104","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Oleic acid",13191.36,"µg/g",2020
"2105","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Elaidic acid",NA,"µg/g",2020
"2106","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","cis-Vaccenic acid",5758.52,"µg/g",2020
"2107","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Linoleic acid",3110.18,"µg/g",2020
"2108","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Linolelaidic acid",NA,"µg/g",2020
"2109","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Linolenic acid",1992.46,"µg/g",2020
"2110","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","gamma-Linolenic acid",308.03,"µg/g",2020
"2111","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Octadecatetraenoic acid",365.23,"µg/g",2020
"2112","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Arachidic acid",187.16,"µg/g",2020
"2113","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Eicosenoic acid",894.9,"µg/g",2020
"2114","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Eicosadienoic acid",177.22,"µg/g",2020
"2115","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Eicosatrienoic acid",128.98,"µg/g",2020
"2116","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Dihomo-gamma-linolenic acid",226.93,"µg/g",2020
"2117","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Arachidonic acid",3041.03,"µg/g",2020
"2118","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Eicosapentaenoic acid",4403,"µg/g",2020
"2119","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Heneicosanoic acid",NA,"µg/g",2020
"2120","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Behenic acid",NA,"µg/g",2020
"2121","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Erucic acid",NA,"µg/g",2020
"2122","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Cetoleic acid",NA,"µg/g",2020
"2123","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","13,16-Docosadienoic acid",NA,"µg/g",2020
"2124","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Docosapentaenoic acid",1828.55,"µg/g",2020
"2125","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Docosahexaenoic acid",1268.01,"µg/g",2020
"2126","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Tricosanoic acid",308.12,"µg/g",2020
"2127","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Lignoceric acid",NA,"µg/g",2020
"2128","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","Nervonic acid",48.64,"µg/g",2020
"2129","MI","Lake Huron","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Decanoic acid",NA,"µg/g",2020
"2130","MI","Lake Huron","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Undecanoic acid",NA,"µg/g",2020
"2131","MI","Lake Huron","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Dodecanoic acid",NA,"µg/g",2020
"2132","MI","Lake Huron","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Tridecanoic acid",NA,"µg/g",2020
"2133","MI","Lake Huron","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Myristic acid",236.28,"µg/g",2020
"2134","MI","Lake Huron","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Myristoleic acid",14.47,"µg/g",2020
"2135","MI","Lake Huron","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Pentadecanoic acid",43.4,"µg/g",2020
"2136","MI","Lake Huron","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","cis-10-Pentadecenoic acid",NA,"µg/g",2020
"2137","MI","Lake Huron","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Palmitic acid",2599.12,"µg/g",2020
"2138","MI","Lake Huron","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","cis-7-Hexadecenoic acid",1639.52,"µg/g",2020
"2139","MI","Lake Huron","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Heptadecanoic acid",53.04,"µg/g",2020
"2140","MI","Lake Huron","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","cis-10-Heptadecenoic acid",67.51,"µg/g",2020
"2141","MI","Lake Huron","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Stearic acid",544.9,"µg/g",2020
