"","State","Lake","Scientific.Name","Common.Name","Family","Niche","Analyte","Amount","Unit.1","Unit.2","Year"
"1","IN","Lake Michigan","Perca flavescens","Yellow perch","Percidae","P","Decanoic acid",NA,"ug/g","ppm",2015
"2","IN","Lake Michigan","Perca flavescens","Yellow perch","Percidae","P","Undecanoic acid",NA,"ug/g","ppm",2015
"3","IN","Lake Michigan","Perca flavescens","Yellow perch","Percidae","P","Dodecanoic acid",NA,"ug/g","ppm",2015
"4","IN","Lake Michigan","Perca flavescens","Yellow perch","Percidae","P","Tridecanoic acid",NA,"ug/g","ppm",2015
"5","IN","Lake Michigan","Perca flavescens","Yellow perch","Percidae","P","Myristic acid",174.55,"ug/g","ppm",2015
"6","IN","Lake Michigan","Perca flavescens","Yellow perch","Percidae","P","Myristoleic acid",16.02,"ug/g","ppm",2015
"7","IN","Lake Michigan","Perca flavescens","Yellow perch","Percidae","P","Pentadecanoic acid",36.38,"ug/g","ppm",2015
"8","IN","Lake Michigan","Perca flavescens","Yellow perch","Percidae","P","cis-10-Pentadecenoic acid",NA,"ug/g","ppm",2015
"9","IN","Lake Michigan","Perca flavescens","Yellow perch","Percidae","P","Palmitic acid",1848.55,"ug/g","ppm",2015
"10","IN","Lake Michigan","Perca flavescens","Yellow perch","Percidae","P","cis-7-Hexadecenoic acid",773.14,"ug/g","ppm",2015
"11","IN","Lake Michigan","Perca flavescens","Yellow perch","Percidae","P","Heptadecanoic acid",75.57,"ug/g","ppm",2015
"12","IN","Lake Michigan","Perca flavescens","Yellow perch","Percidae","P","cis-10-Heptadecenoic acid",NA,"ug/g","ppm",2015
"13","IN","Lake Michigan","Perca flavescens","Yellow perch","Percidae","P","Stearic acid",527.44,"ug/g","ppm",2015
"14","IN","Lake Michigan","Perca flavescens","Yellow perch","Percidae","P","Oleic acid",729.8,"ug/g","ppm",2015
"15","IN","Lake Michigan","Perca flavescens","Yellow perch","Percidae","P","Elaidic acid",NA,"ug/g","ppm",2015
"16","IN","Lake Michigan","Perca flavescens","Yellow perch","Percidae","P","cis-Vaccenic acid",478.36,"ug/g","ppm",2015
"17","IN","Lake Michigan","Perca flavescens","Yellow perch","Percidae","P","Linoleic acid",129.91,"ug/g","ppm",2015
"18","IN","Lake Michigan","Perca flavescens","Yellow perch","Percidae","P","Linolelaidic acid",NA,"ug/g","ppm",2015
"19","IN","Lake Michigan","Perca flavescens","Yellow perch","Percidae","P","Linolenic acid",NA,"ug/g","ppm",2015
"20","IN","Lake Michigan","Perca flavescens","Yellow perch","Percidae","P","gamma-Linolenic acid",23.32,"ug/g","ppm",2015
"21","IN","Lake Michigan","Perca flavescens","Yellow perch","Percidae","P","Octadecatetraenoic acid",NA,"ug/g","ppm",2015
"22","IN","Lake Michigan","Perca flavescens","Yellow perch","Percidae","P","Arachidic acid",13.59,"ug/g","ppm",2015
"23","IN","Lake Michigan","Perca flavescens","Yellow perch","Percidae","P","Eicosenoic acid",NA,"ug/g","ppm",2015
"24","IN","Lake Michigan","Perca flavescens","Yellow perch","Percidae","P","Eicosadienoic acid",24.34,"ug/g","ppm",2015
"25","IN","Lake Michigan","Perca flavescens","Yellow perch","Percidae","P","Eicosatrienoic acid",NA,"ug/g","ppm",2015
"26","IN","Lake Michigan","Perca flavescens","Yellow perch","Percidae","P","Dihomo-gamma-linolenic acid",23.92,"ug/g","ppm",2015
"27","IN","Lake Michigan","Perca flavescens","Yellow perch","Percidae","P","Arachidonic acid",589.05,"ug/g","ppm",2015
"28","IN","Lake Michigan","Perca flavescens","Yellow perch","Percidae","P","Eicosapentaenoic acid",1011.62,"ug/g","ppm",2015
"29","IN","Lake Michigan","Perca flavescens","Yellow perch","Percidae","P","Heneicosanoic acid",NA,"ug/g","ppm",2015
"30","IN","Lake Michigan","Perca flavescens","Yellow perch","Percidae","P","Behenic acid",7.7,"ug/g","ppm",2015
"31","IN","Lake Michigan","Perca flavescens","Yellow perch","Percidae","P","Erucic acid",NA,"ug/g","ppm",2015
"32","IN","Lake Michigan","Perca flavescens","Yellow perch","Percidae","P","Cetoleic acid",12.89,"ug/g","ppm",2015
"33","IN","Lake Michigan","Perca flavescens","Yellow perch","Percidae","P","13,16-Docosadienoic acid",NA,"ug/g","ppm",2015
"34","IN","Lake Michigan","Perca flavescens","Yellow perch","Percidae","P","Docosapentaenoic acid",376.18,"ug/g","ppm",2015
"35","IN","Lake Michigan","Perca flavescens","Yellow perch","Percidae","P","Docosahexaenoic acid",1697.14,"ug/g","ppm",2015
"36","IN","Lake Michigan","Perca flavescens","Yellow perch","Percidae","P","Tricosanoic acid",NA,"ug/g","ppm",2015
"37","IN","Lake Michigan","Perca flavescens","Yellow perch","Percidae","P","Lignoceric acid",NA,"ug/g","ppm",2015
"38","IN","Lake Michigan","Perca flavescens","Yellow perch","Percidae","P","Nervonic acid",51.89,"ug/g","ppm",2015
"39","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Decanoic acid",NA,"ug/g","ppm",2015
"40","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Undecanoic acid",NA,"ug/g","ppm",2015
"41","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Dodecanoic acid",NA,"ug/g","ppm",2015
"42","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Tridecanoic acid",12.37,"ug/g","ppm",2015
"43","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Myristic acid",1552.47,"ug/g","ppm",2015
"44","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Myristoleic acid",223.34,"ug/g","ppm",2015
"45","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Pentadecanoic acid",226.25,"ug/g","ppm",2015
"46","MI","Lake Erie","Morone americana","White perch","Moronidae","P","cis-10-Pentadecenoic acid",15.16,"ug/g","ppm",2015
"47","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Palmitic acid",9335.12,"ug/g","ppm",2015
"48","MI","Lake Erie","Morone americana","White perch","Moronidae","P","cis-7-Hexadecenoic acid",7554,"ug/g","ppm",2015
"49","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Heptadecanoic acid",380.22,"ug/g","ppm",2015
"50","MI","Lake Erie","Morone americana","White perch","Moronidae","P","cis-10-Heptadecenoic acid",NA,"ug/g","ppm",2015
"51","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Stearic acid",1506.23,"ug/g","ppm",2015
"52","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Oleic acid",13638.04,"ug/g","ppm",2015
"53","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Elaidic acid",65.74,"ug/g","ppm",2015
"54","MI","Lake Erie","Morone americana","White perch","Moronidae","P","cis-Vaccenic acid",3521.76,"ug/g","ppm",2015
"55","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Linoleic acid",2250.27,"ug/g","ppm",2015
"56","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Linolelaidic acid",NA,"ug/g","ppm",2015
"57","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Linolenic acid",2146.25,"ug/g","ppm",2015
"58","MI","Lake Erie","Morone americana","White perch","Moronidae","P","gamma-Linolenic acid",212.07,"ug/g","ppm",2015
"59","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Octadecatetraenoic acid",665.54,"ug/g","ppm",2015
"60","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Arachidic acid",93.79,"ug/g","ppm",2015
"61","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Eicosenoic acid",597.98,"ug/g","ppm",2015
"62","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Eicosadienoic acid",338.5,"ug/g","ppm",2015
"63","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Eicosatrienoic acid",142.69,"ug/g","ppm",2015
"64","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Dihomo-gamma-linolenic acid",151.89,"ug/g","ppm",2015
"65","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Arachidonic acid",3279.45,"ug/g","ppm",2015
"66","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Eicosapentaenoic acid",6028.73,"ug/g","ppm",2015
"67","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Heneicosanoic acid",20.73,"ug/g","ppm",2015
"68","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Behenic acid",31.61,"ug/g","ppm",2015
"69","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Erucic acid",52.79,"ug/g","ppm",2015
"70","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Cetoleic acid",NA,"ug/g","ppm",2015
"71","MI","Lake Erie","Morone americana","White perch","Moronidae","P","13,16-Docosadienoic acid",NA,"ug/g","ppm",2015
"72","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Docosapentaenoic acid",877.74,"ug/g","ppm",2015
"73","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Docosahexaenoic acid",1587.97,"ug/g","ppm",2015
"74","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Tricosanoic acid",388.96,"ug/g","ppm",2015
"75","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Lignoceric acid",30.44,"ug/g","ppm",2015
"76","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Nervonic acid",56.09,"ug/g","ppm",2015
"77","MI","Lake Erie","Morone chrysops","White bass","Moronidae","P","Decanoic acid",NA,"ug/g","ppm",2015
"78","MI","Lake Erie","Morone chrysops","White bass","Moronidae","P","Undecanoic acid",NA,"ug/g","ppm",2015
"79","MI","Lake Erie","Morone chrysops","White bass","Moronidae","P","Dodecanoic acid",NA,"ug/g","ppm",2015
"80","MI","Lake Erie","Morone chrysops","White bass","Moronidae","P","Tridecanoic acid",7.51,"ug/g","ppm",2015
"81","MI","Lake Erie","Morone chrysops","White bass","Moronidae","P","Myristic acid",657.24,"ug/g","ppm",2015
"82","MI","Lake Erie","Morone chrysops","White bass","Moronidae","P","Myristoleic acid",71.93,"ug/g","ppm",2015
"83","MI","Lake Erie","Morone chrysops","White bass","Moronidae","P","Pentadecanoic acid",116.03,"ug/g","ppm",2015
"84","MI","Lake Erie","Morone chrysops","White bass","Moronidae","P","cis-10-Pentadecenoic acid",NA,"ug/g","ppm",2015
"85","MI","Lake Erie","Morone chrysops","White bass","Moronidae","P","Palmitic acid",4708.88,"ug/g","ppm",2015
"86","MI","Lake Erie","Morone chrysops","White bass","Moronidae","P","cis-7-Hexadecenoic acid",3266.28,"ug/g","ppm",2015
"87","MI","Lake Erie","Morone chrysops","White bass","Moronidae","P","Heptadecanoic acid",159.61,"ug/g","ppm",2015
"88","MI","Lake Erie","Morone chrysops","White bass","Moronidae","P","cis-10-Heptadecenoic acid",NA,"ug/g","ppm",2015
"89","MI","Lake Erie","Morone chrysops","White bass","Moronidae","P","Stearic acid",951.02,"ug/g","ppm",2015
"90","MI","Lake Erie","Morone chrysops","White bass","Moronidae","P","Oleic acid",4735.55,"ug/g","ppm",2015
"91","MI","Lake Erie","Morone chrysops","White bass","Moronidae","P","Elaidic acid",25.36,"ug/g","ppm",2015
"92","MI","Lake Erie","Morone chrysops","White bass","Moronidae","P","cis-Vaccenic acid",1831.85,"ug/g","ppm",2015
"93","MI","Lake Erie","Morone chrysops","White bass","Moronidae","P","Linoleic acid",715.76,"ug/g","ppm",2015
"94","MI","Lake Erie","Morone chrysops","White bass","Moronidae","P","Linolelaidic acid",NA,"ug/g","ppm",2015
"95","MI","Lake Erie","Morone chrysops","White bass","Moronidae","P","Linolenic acid",740.83,"ug/g","ppm",2015
"96","MI","Lake Erie","Morone chrysops","White bass","Moronidae","P","gamma-Linolenic acid",90.66,"ug/g","ppm",2015
"97","MI","Lake Erie","Morone chrysops","White bass","Moronidae","P","Octadecatetraenoic acid",277.75,"ug/g","ppm",2015
"98","MI","Lake Erie","Morone chrysops","White bass","Moronidae","P","Arachidic acid",54.73,"ug/g","ppm",2015
"99","MI","Lake Erie","Morone chrysops","White bass","Moronidae","P","Eicosenoic acid",270.39,"ug/g","ppm",2015
"100","MI","Lake Erie","Morone chrysops","White bass","Moronidae","P","Eicosadienoic acid",95.33,"ug/g","ppm",2015
"101","MI","Lake Erie","Morone chrysops","White bass","Moronidae","P","Eicosatrienoic acid",NA,"ug/g","ppm",2015
"102","MI","Lake Erie","Morone chrysops","White bass","Moronidae","P","Dihomo-gamma-linolenic acid",45.99,"ug/g","ppm",2015
"103","MI","Lake Erie","Morone chrysops","White bass","Moronidae","P","Arachidonic acid",955.46,"ug/g","ppm",2015
"104","MI","Lake Erie","Morone chrysops","White bass","Moronidae","P","Eicosapentaenoic acid",1779.38,"ug/g","ppm",2015
"105","MI","Lake Erie","Morone chrysops","White bass","Moronidae","P","Heneicosanoic acid",18.07,"ug/g","ppm",2015
"106","MI","Lake Erie","Morone chrysops","White bass","Moronidae","P","Behenic acid",42.49,"ug/g","ppm",2015
"107","MI","Lake Erie","Morone chrysops","White bass","Moronidae","P","Erucic acid",22.88,"ug/g","ppm",2015
"108","MI","Lake Erie","Morone chrysops","White bass","Moronidae","P","Cetoleic acid",NA,"ug/g","ppm",2015
"109","MI","Lake Erie","Morone chrysops","White bass","Moronidae","P","13,16-Docosadienoic acid",NA,"ug/g","ppm",2015
"110","MI","Lake Erie","Morone chrysops","White bass","Moronidae","P","Docosapentaenoic acid",393.92,"ug/g","ppm",2015
"111","MI","Lake Erie","Morone chrysops","White bass","Moronidae","P","Docosahexaenoic acid",1338.89,"ug/g","ppm",2015
"112","MI","Lake Erie","Morone chrysops","White bass","Moronidae","P","Tricosanoic acid",127.98,"ug/g","ppm",2015
"113","MI","Lake Erie","Morone chrysops","White bass","Moronidae","P","Lignoceric acid",17.27,"ug/g","ppm",2015
"114","MI","Lake Erie","Morone chrysops","White bass","Moronidae","P","Nervonic acid",46.94,"ug/g","ppm",2015
"115","MI","Lake Huron","Morone americana","White perch","Moronidae","P","Decanoic acid",NA,"ug/g","ppm",2015
"116","MI","Lake Huron","Morone americana","White perch","Moronidae","P","Undecanoic acid",NA,"ug/g","ppm",2015
"117","MI","Lake Huron","Morone americana","White perch","Moronidae","P","Dodecanoic acid",NA,"ug/g","ppm",2015
"118","MI","Lake Huron","Morone americana","White perch","Moronidae","P","Tridecanoic acid",NA,"ug/g","ppm",2015
"119","MI","Lake Huron","Morone americana","White perch","Moronidae","P","Myristic acid",1411.65,"ug/g","ppm",2015
"120","MI","Lake Huron","Morone americana","White perch","Moronidae","P","Myristoleic acid",186.18,"ug/g","ppm",2015
"121","MI","Lake Huron","Morone americana","White perch","Moronidae","P","Pentadecanoic acid",240.57,"ug/g","ppm",2015
"122","MI","Lake Huron","Morone americana","White perch","Moronidae","P","cis-10-Pentadecenoic acid",11.95,"ug/g","ppm",2015
"123","MI","Lake Huron","Morone americana","White perch","Moronidae","P","Palmitic acid",11872.79,"ug/g","ppm",2015
"124","MI","Lake Huron","Morone americana","White perch","Moronidae","P","cis-7-Hexadecenoic acid",6900.44,"ug/g","ppm",2015
"125","MI","Lake Huron","Morone americana","White perch","Moronidae","P","Heptadecanoic acid",369.77,"ug/g","ppm",2015
"126","MI","Lake Huron","Morone americana","White perch","Moronidae","P","cis-10-Heptadecenoic acid",NA,"ug/g","ppm",2015
"127","MI","Lake Huron","Morone americana","White perch","Moronidae","P","Stearic acid",1840.93,"ug/g","ppm",2015
"128","MI","Lake Huron","Morone americana","White perch","Moronidae","P","Oleic acid",15181.73,"ug/g","ppm",2015
"129","MI","Lake Huron","Morone americana","White perch","Moronidae","P","Elaidic acid",85.9,"ug/g","ppm",2015
"130","MI","Lake Huron","Morone americana","White perch","Moronidae","P","cis-Vaccenic acid",3440.36,"ug/g","ppm",2015
"131","MI","Lake Huron","Morone americana","White perch","Moronidae","P","Linoleic acid",1680.8,"ug/g","ppm",2015
"132","MI","Lake Huron","Morone americana","White perch","Moronidae","P","Linolelaidic acid",NA,"ug/g","ppm",2015
"133","MI","Lake Huron","Morone americana","White perch","Moronidae","P","Linolenic acid",1316.17,"ug/g","ppm",2015
"134","MI","Lake Huron","Morone americana","White perch","Moronidae","P","gamma-Linolenic acid",189.22,"ug/g","ppm",2015
"135","MI","Lake Huron","Morone americana","White perch","Moronidae","P","Octadecatetraenoic acid",429.33,"ug/g","ppm",2015
"136","MI","Lake Huron","Morone americana","White perch","Moronidae","P","Arachidic acid",81.42,"ug/g","ppm",2015
"137","MI","Lake Huron","Morone americana","White perch","Moronidae","P","Eicosenoic acid",511.78,"ug/g","ppm",2015
"138","MI","Lake Huron","Morone americana","White perch","Moronidae","P","Eicosadienoic acid",229.11,"ug/g","ppm",2015
"139","MI","Lake Huron","Morone americana","White perch","Moronidae","P","Eicosatrienoic acid",NA,"ug/g","ppm",2015
"140","MI","Lake Huron","Morone americana","White perch","Moronidae","P","Dihomo-gamma-linolenic acid",125.63,"ug/g","ppm",2015
"141","MI","Lake Huron","Morone americana","White perch","Moronidae","P","Arachidonic acid",3051.75,"ug/g","ppm",2015
"142","MI","Lake Huron","Morone americana","White perch","Moronidae","P","Eicosapentaenoic acid",4166.48,"ug/g","ppm",2015
"143","MI","Lake Huron","Morone americana","White perch","Moronidae","P","Heneicosanoic acid",21.1,"ug/g","ppm",2015
"144","MI","Lake Huron","Morone americana","White perch","Moronidae","P","Behenic acid",33.56,"ug/g","ppm",2015
"145","MI","Lake Huron","Morone americana","White perch","Moronidae","P","Erucic acid",45.62,"ug/g","ppm",2015
"146","MI","Lake Huron","Morone americana","White perch","Moronidae","P","Cetoleic acid",NA,"ug/g","ppm",2015
"147","MI","Lake Huron","Morone americana","White perch","Moronidae","P","13,16-Docosadienoic acid",NA,"ug/g","ppm",2015
"148","MI","Lake Huron","Morone americana","White perch","Moronidae","P","Docosapentaenoic acid",1016.18,"ug/g","ppm",2015
"149","MI","Lake Huron","Morone americana","White perch","Moronidae","P","Docosahexaenoic acid",1203.93,"ug/g","ppm",2015
"150","MI","Lake Huron","Morone americana","White perch","Moronidae","P","Tricosanoic acid",256.63,"ug/g","ppm",2015
"151","MI","Lake Huron","Morone americana","White perch","Moronidae","P","Lignoceric acid",28.42,"ug/g","ppm",2015
"152","MI","Lake Huron","Morone americana","White perch","Moronidae","P","Nervonic acid",61.38,"ug/g","ppm",2015
"153","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Decanoic acid",NA,"ug/g","ppm",2015
"154","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Undecanoic acid",NA,"ug/g","ppm",2015
"155","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Dodecanoic acid",NA,"ug/g","ppm",2015
"156","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Tridecanoic acid",15.13,"ug/g","ppm",2015
"157","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Myristic acid",3695.37,"ug/g","ppm",2015
"158","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Myristoleic acid",285.63,"ug/g","ppm",2015
"159","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Pentadecanoic acid",336.73,"ug/g","ppm",2015
"160","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","cis-10-Pentadecenoic acid",23.62,"ug/g","ppm",2015
"161","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Palmitic acid",15673.39,"ug/g","ppm",2015
"162","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","cis-7-Hexadecenoic acid",10366.84,"ug/g","ppm",2015
"163","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Heptadecanoic acid",468.45,"ug/g","ppm",2015
"164","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","cis-10-Heptadecenoic acid",9.43,"ug/g","ppm",2015
"165","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Stearic acid",3250.33,"ug/g","ppm",2015
"166","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Oleic acid",26882.94,"ug/g","ppm",2015
"167","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Elaidic acid",43.23,"ug/g","ppm",2015
"168","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","cis-Vaccenic acid",5721.73,"ug/g","ppm",2015
"169","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Linoleic acid",4354.31,"ug/g","ppm",2015
"170","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Linolelaidic acid",NA,"ug/g","ppm",2015
"171","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Linolenic acid",2645.54,"ug/g","ppm",2015
"172","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","gamma-Linolenic acid",259.03,"ug/g","ppm",2015
"173","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Octadecatetraenoic acid",1204.96,"ug/g","ppm",2015
"174","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Arachidic acid",134.57,"ug/g","ppm",2015
"175","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosenoic acid",1234.48,"ug/g","ppm",2015
"176","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosadienoic acid",1082.2,"ug/g","ppm",2015
"177","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosatrienoic acid",915.12,"ug/g","ppm",2015
"178","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Dihomo-gamma-linolenic acid",555.18,"ug/g","ppm",2015
"179","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Arachidonic acid",4280.14,"ug/g","ppm",2015
"180","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosapentaenoic acid",6886.45,"ug/g","ppm",2015
"181","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Heneicosanoic acid",63.18,"ug/g","ppm",2015
"182","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Behenic acid",42.14,"ug/g","ppm",2015
"183","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Erucic acid",191.03,"ug/g","ppm",2015
"184","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Cetoleic acid",NA,"ug/g","ppm",2015
"185","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","13,16-Docosadienoic acid",269.62,"ug/g","ppm",2015
"186","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosapentaenoic acid",3796.08,"ug/g","ppm",2015
"187","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosahexaenoic acid",16643.48,"ug/g","ppm",2015
"188","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Tricosanoic acid",1985.44,"ug/g","ppm",2015
"189","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Lignoceric acid",108.65,"ug/g","ppm",2015
"190","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Nervonic acid",369.44,"ug/g","ppm",2015
"191","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Decanoic acid",NA,"ug/g","ppm",2015
"192","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Undecanoic acid",NA,"ug/g","ppm",2015
"193","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Dodecanoic acid",NA,"ug/g","ppm",2015
"194","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Tridecanoic acid",9.02,"ug/g","ppm",2015
"195","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Myristic acid",2041.15,"ug/g","ppm",2015
"196","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Myristoleic acid",204.44,"ug/g","ppm",2015
"197","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Pentadecanoic acid",196.11,"ug/g","ppm",2015
"198","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","cis-10-Pentadecenoic acid",22.08,"ug/g","ppm",2015
"199","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Palmitic acid",9887.79,"ug/g","ppm",2015
"200","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","cis-7-Hexadecenoic acid",8616.51,"ug/g","ppm",2015
"201","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Heptadecanoic acid",339.6,"ug/g","ppm",2015
"202","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","cis-10-Heptadecenoic acid",NA,"ug/g","ppm",2015
"203","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Stearic acid",2338.19,"ug/g","ppm",2015
"204","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Oleic acid",22398.19,"ug/g","ppm",2015
"205","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Elaidic acid",39.29,"ug/g","ppm",2015
"206","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","cis-Vaccenic acid",4072.44,"ug/g","ppm",2015
"207","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Linoleic acid",2660.93,"ug/g","ppm",2015
"208","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Linolelaidic acid",NA,"ug/g","ppm",2015
"209","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Linolenic acid",1414.15,"ug/g","ppm",2015
"210","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","gamma-Linolenic acid",127.87,"ug/g","ppm",2015
"211","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Octadecatetraenoic acid",510.58,"ug/g","ppm",2015
"212","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Arachidic acid",83.44,"ug/g","ppm",2015
"213","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosenoic acid",1145.77,"ug/g","ppm",2015
"214","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosadienoic acid",669.69,"ug/g","ppm",2015
"215","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosatrienoic acid",395.14,"ug/g","ppm",2015
"216","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Dihomo-gamma-linolenic acid",398.12,"ug/g","ppm",2015
"217","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Arachidonic acid",3684.8,"ug/g","ppm",2015
"218","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosapentaenoic acid",3889.17,"ug/g","ppm",2015
"219","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Heneicosanoic acid",24.37,"ug/g","ppm",2015
"220","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Behenic acid",26.24,"ug/g","ppm",2015
"221","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Erucic acid",131.9,"ug/g","ppm",2015
"222","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Cetoleic acid",NA,"ug/g","ppm",2015
"223","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","13,16-Docosadienoic acid",NA,"ug/g","ppm",2015
"224","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosapentaenoic acid",3248.91,"ug/g","ppm",2015
