"","State","Lake","Scientific.Name","Common.Name","Family","Niche","Analyte","Amount","Unit.1","Unit.2","Year"
"2745","MI","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Palmitic acid",15072.34,"ug/g","ppm",2015
"2746","MI","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","cis-7-Hexadecenoic acid",10704.72,"ug/g","ppm",2015
"2747","MI","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Heptadecanoic acid",663.55,"ug/g","ppm",2015
"2748","MI","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","cis-10-Heptadecenoic acid",NA,"ug/g","ppm",2015
"2749","MI","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Stearic acid",3174.65,"ug/g","ppm",2015
"2750","MI","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Oleic acid",28078.02,"ug/g","ppm",2015
"2751","MI","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Elaidic acid",237.61,"ug/g","ppm",2015
"2752","MI","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","cis-Vaccenic acid",5796.84,"ug/g","ppm",2015
"2753","MI","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Linoleic acid",2361.87,"ug/g","ppm",2015
"2754","MI","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Linolelaidic acid",NA,"ug/g","ppm",2015
"2755","MI","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Linolenic acid",2479.03,"ug/g","ppm",2015
"2756","MI","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","gamma-Linolenic acid",206.77,"ug/g","ppm",2015
"2757","MI","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Octadecatetraenoic acid",512.39,"ug/g","ppm",2015
"2758","MI","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Arachidic acid",202.77,"ug/g","ppm",2015
"2759","MI","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Eicosenoic acid",837.68,"ug/g","ppm",2015
"2760","MI","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Eicosadienoic acid",242.77,"ug/g","ppm",2015
"2761","MI","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Eicosatrienoic acid",149.35,"ug/g","ppm",2015
"2762","MI","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Dihomo-gamma-linolenic acid",342.52,"ug/g","ppm",2015
"2763","MI","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Arachidonic acid",2059.55,"ug/g","ppm",2015
"2764","MI","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Eicosapentaenoic acid",4429.87,"ug/g","ppm",2015
"2765","MI","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Heneicosanoic acid",101.68,"ug/g","ppm",2015
"2766","MI","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Behenic acid",66.45,"ug/g","ppm",2015
"2767","MI","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Erucic acid",47.61,"ug/g","ppm",2015
"2768","MI","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Cetoleic acid",53.55,"ug/g","ppm",2015
"2769","MI","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","13,16-Docosadienoic acid",NA,"ug/g","ppm",2015
"2770","MI","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Docosapentaenoic acid",2164.65,"ug/g","ppm",2015
"2771","MI","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Docosahexaenoic acid",2858.65,"ug/g","ppm",2015
"2772","MI","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Tricosanoic acid",585.61,"ug/g","ppm",2015
"2773","MI","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Lignoceric acid",23.74,"ug/g","ppm",2015
"2774","MI","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Nervonic acid",NA,"ug/g","ppm",2015
"2775","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","Decanoic acid",NA,"ug/g","ppm",2015
"2776","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","Undecanoic acid",NA,"ug/g","ppm",2015
"2777","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","Dodecanoic acid",NA,"ug/g","ppm",2015
"2778","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","Tridecanoic acid",NA,"ug/g","ppm",2015
"2779","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","Myristic acid",491.9,"ug/g","ppm",2015
"2780","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","Myristoleic acid",81.79,"ug/g","ppm",2015
"2781","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","Pentadecanoic acid",56.46,"ug/g","ppm",2015
"2782","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","cis-10-Pentadecenoic acid",NA,"ug/g","ppm",2015
"2783","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","Palmitic acid",2947.77,"ug/g","ppm",2015
"2784","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","cis-7-Hexadecenoic acid",2574.42,"ug/g","ppm",2015
"2785","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","Heptadecanoic acid",84.22,"ug/g","ppm",2015
"2786","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","cis-10-Heptadecenoic acid",NA,"ug/g","ppm",2015
"2787","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","Stearic acid",435.45,"ug/g","ppm",2015
"2788","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","Oleic acid",4272.09,"ug/g","ppm",2015
"2789","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","Elaidic acid",NA,"ug/g","ppm",2015
"2790","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","cis-Vaccenic acid",800.38,"ug/g","ppm",2015
"2791","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","Linoleic acid",563.92,"ug/g","ppm",2015
"2792","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","Linolelaidic acid",NA,"ug/g","ppm",2015
"2793","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","Linolenic acid",270.36,"ug/g","ppm",2015
"2794","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","gamma-Linolenic acid",51.75,"ug/g","ppm",2015
"2795","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","Octadecatetraenoic acid",NA,"ug/g","ppm",2015
"2796","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","Arachidic acid",21.13,"ug/g","ppm",2015
"2797","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","Eicosenoic acid",NA,"ug/g","ppm",2015
"2798","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","Eicosadienoic acid",43.54,"ug/g","ppm",2015
"2799","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","Eicosatrienoic acid",NA,"ug/g","ppm",2015
"2800","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","Dihomo-gamma-linolenic acid",51.53,"ug/g","ppm",2015
"2801","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","Arachidonic acid",1480.13,"ug/g","ppm",2015
"2802","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","Eicosapentaenoic acid",1364.65,"ug/g","ppm",2015
"2803","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","Heneicosanoic acid",NA,"ug/g","ppm",2015
"2804","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","Behenic acid",7.35,"ug/g","ppm",2015
"2805","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","Erucic acid",NA,"ug/g","ppm",2015
"2806","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","Cetoleic acid",NA,"ug/g","ppm",2015
"2807","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","13,16-Docosadienoic acid",NA,"ug/g","ppm",2015
"2808","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","Docosapentaenoic acid",646.21,"ug/g","ppm",2015
"2809","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","Docosahexaenoic acid",3304.49,"ug/g","ppm",2015
"2810","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","Tricosanoic acid",54.24,"ug/g","ppm",2015
"2811","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","Lignoceric acid",13.28,"ug/g","ppm",2015
"2812","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","Nervonic acid",NA,"ug/g","ppm",2015
"2813","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Decanoic acid",NA,"ug/g","ppm",2015
"2814","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Undecanoic acid",NA,"ug/g","ppm",2015
"2815","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Dodecanoic acid",NA,"ug/g","ppm",2015
"2816","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Tridecanoic acid",NA,"ug/g","ppm",2015
"2817","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Myristic acid",606.11,"ug/g","ppm",2015
"2818","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Myristoleic acid",35.28,"ug/g","ppm",2015
"2819","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Pentadecanoic acid",51.57,"ug/g","ppm",2015
"2820","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","cis-10-Pentadecenoic acid",NA,"ug/g","ppm",2015
"2821","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Palmitic acid",3073.29,"ug/g","ppm",2015
"2822","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","cis-7-Hexadecenoic acid",1851.78,"ug/g","ppm",2015
"2823","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Heptadecanoic acid",48.31,"ug/g","ppm",2015
"2824","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","cis-10-Heptadecenoic acid",NA,"ug/g","ppm",2015
"2825","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Stearic acid",607.06,"ug/g","ppm",2015
"2826","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Oleic acid",2729.22,"ug/g","ppm",2015
"2827","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Elaidic acid",NA,"ug/g","ppm",2015
"2828","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","cis-Vaccenic acid",857.9,"ug/g","ppm",2015
"2829","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Linoleic acid",550.4,"ug/g","ppm",2015
"2830","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Linolelaidic acid",NA,"ug/g","ppm",2015
"2831","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Linolenic acid",384.44,"ug/g","ppm",2015
"2832","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","gamma-Linolenic acid",59.98,"ug/g","ppm",2015
"2833","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Octadecatetraenoic acid",262.99,"ug/g","ppm",2015
"2834","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Arachidic acid",20.22,"ug/g","ppm",2015
"2835","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Eicosenoic acid",NA,"ug/g","ppm",2015
"2836","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Eicosadienoic acid",175.87,"ug/g","ppm",2015
"2837","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Eicosatrienoic acid",NA,"ug/g","ppm",2015
"2838","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Dihomo-gamma-linolenic acid",89.49,"ug/g","ppm",2015
"2839","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Arachidonic acid",623.07,"ug/g","ppm",2015
"2840","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Eicosapentaenoic acid",1519.65,"ug/g","ppm",2015
"2841","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Heneicosanoic acid",34.6,"ug/g","ppm",2015
"2842","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Behenic acid",6.79,"ug/g","ppm",2015
"2843","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Erucic acid",25.78,"ug/g","ppm",2015
"2844","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Cetoleic acid",NA,"ug/g","ppm",2015
"2845","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","13,16-Docosadienoic acid",NA,"ug/g","ppm",2015
"2846","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Docosapentaenoic acid",538.26,"ug/g","ppm",2015
"2847","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Docosahexaenoic acid",3255.13,"ug/g","ppm",2015
"2848","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Tricosanoic acid",266.72,"ug/g","ppm",2015
"2849","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Lignoceric acid",16.69,"ug/g","ppm",2015
"2850","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Nervonic acid",NA,"ug/g","ppm",2015
"2851","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Decanoic acid",NA,"ug/g","ppm",2015
"2852","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Undecanoic acid",NA,"ug/g","ppm",2015
"2853","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Dodecanoic acid",NA,"ug/g","ppm",2015
"2854","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Tridecanoic acid",NA,"ug/g","ppm",2015
"2855","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Myristic acid",752.25,"ug/g","ppm",2015
"2856","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Myristoleic acid",50.97,"ug/g","ppm",2015
"2857","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Pentadecanoic acid",40.54,"ug/g","ppm",2015
"2858","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","cis-10-Pentadecenoic acid",NA,"ug/g","ppm",2015
"2859","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Palmitic acid",3682.71,"ug/g","ppm",2015
"2860","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","cis-7-Hexadecenoic acid",3330.86,"ug/g","ppm",2015
"2861","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Heptadecanoic acid",69.72,"ug/g","ppm",2015
"2862","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","cis-10-Heptadecenoic acid",NA,"ug/g","ppm",2015
"2863","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Stearic acid",868.17,"ug/g","ppm",2015
"2864","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Oleic acid",3565.05,"ug/g","ppm",2015
"2865","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Elaidic acid",NA,"ug/g","ppm",2015
"2866","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","cis-Vaccenic acid",1517.54,"ug/g","ppm",2015
"2867","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Linoleic acid",1119.23,"ug/g","ppm",2015
"2868","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Linolelaidic acid",131.92,"ug/g","ppm",2015
"2869","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Linolenic acid",672.44,"ug/g","ppm",2015
"2870","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","gamma-Linolenic acid",169.98,"ug/g","ppm",2015
"2871","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Octadecatetraenoic acid",257.92,"ug/g","ppm",2015
"2872","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Arachidic acid",35.77,"ug/g","ppm",2015
"2873","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Eicosenoic acid",NA,"ug/g","ppm",2015
"2874","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Eicosadienoic acid",151.22,"ug/g","ppm",2015
"2875","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Eicosatrienoic acid",NA,"ug/g","ppm",2015
"2876","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Dihomo-gamma-linolenic acid",185.57,"ug/g","ppm",2015
"2877","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Arachidonic acid",722.4,"ug/g","ppm",2015
"2878","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Eicosapentaenoic acid",2142.17,"ug/g","ppm",2015
"2879","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Heneicosanoic acid",77.66,"ug/g","ppm",2015
"2880","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Behenic acid",9.61,"ug/g","ppm",2015
"2881","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Erucic acid",16.88,"ug/g","ppm",2015
"2882","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Cetoleic acid",NA,"ug/g","ppm",2015
"2883","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","13,16-Docosadienoic acid",NA,"ug/g","ppm",2015
"2884","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Docosapentaenoic acid",807.72,"ug/g","ppm",2015
"2885","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Docosahexaenoic acid",3231.68,"ug/g","ppm",2015
"2886","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Tricosanoic acid",14.93,"ug/g","ppm",2015
"2887","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Lignoceric acid",17.08,"ug/g","ppm",2015
"2888","MN","Lake Superior","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Nervonic acid",NA,"ug/g","ppm",2015
"2889","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Decanoic acid",NA,"ug/g","ppm",2015
"2890","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Undecanoic acid",NA,"ug/g","ppm",2015
"2891","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Dodecanoic acid",NA,"ug/g","ppm",2015
"2892","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Tridecanoic acid",8.13,"ug/g","ppm",2015
"2893","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Myristic acid",1464.12,"ug/g","ppm",2015
"2894","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Myristoleic acid",98.51,"ug/g","ppm",2015
"2895","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Pentadecanoic acid",147.95,"ug/g","ppm",2015
"2896","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","cis-10-Pentadecenoic acid",10.37,"ug/g","ppm",2015
"2897","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Palmitic acid",5515.15,"ug/g","ppm",2015
"2898","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","cis-7-Hexadecenoic acid",2870.01,"ug/g","ppm",2015
"2899","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Heptadecanoic acid",184.77,"ug/g","ppm",2015
"2900","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","cis-10-Heptadecenoic acid",NA,"ug/g","ppm",2015
"2901","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Stearic acid",1084.94,"ug/g","ppm",2015
"2902","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Oleic acid",6325.79,"ug/g","ppm",2015
"2903","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Elaidic acid",20.32,"ug/g","ppm",2015
"2904","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","cis-Vaccenic acid",1493.11,"ug/g","ppm",2015
"2905","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Linoleic acid",1840.39,"ug/g","ppm",2015
"2906","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Linolelaidic acid",NA,"ug/g","ppm",2015
"2907","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Linolenic acid",1387.75,"ug/g","ppm",2015
"2908","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","gamma-Linolenic acid",105.12,"ug/g","ppm",2015
"2909","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Octadecatetraenoic acid",839.09,"ug/g","ppm",2015
"2910","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Arachidic acid",45.37,"ug/g","ppm",2015
"2911","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosenoic acid",322.58,"ug/g","ppm",2015
"2912","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosadienoic acid",450.51,"ug/g","ppm",2015
"2913","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosatrienoic acid",564.37,"ug/g","ppm",2015
"2914","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Dihomo-gamma-linolenic acid",185.31,"ug/g","ppm",2015
"2915","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Arachidonic acid",1459.15,"ug/g","ppm",2015
"2916","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosapentaenoic acid",2787.93,"ug/g","ppm",2015
"2917","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Heneicosanoic acid",22.5,"ug/g","ppm",2015
"2918","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Behenic acid",12.62,"ug/g","ppm",2015
"2919","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Erucic acid",53.99,"ug/g","ppm",2015
"2920","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Cetoleic acid",NA,"ug/g","ppm",2015
"2921","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","13,16-Docosadienoic acid",122.29,"ug/g","ppm",2015
"2922","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosapentaenoic acid",1237.86,"ug/g","ppm",2015
"2923","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosahexaenoic acid",7830.07,"ug/g","ppm",2015
"2924","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Tricosanoic acid",NA,"ug/g","ppm",2015
"2925","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Lignoceric acid",43.61,"ug/g","ppm",2015
"2926","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Nervonic acid",166.87,"ug/g","ppm",2015
"2927","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Decanoic acid",NA,"ug/g","ppm",2015
"2928","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Undecanoic acid",NA,"ug/g","ppm",2015
"2929","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Dodecanoic acid",NA,"ug/g","ppm",2015
"2930","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Tridecanoic acid",7.53,"ug/g","ppm",2015
"2931","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Myristic acid",1500.59,"ug/g","ppm",2015
"2932","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Myristoleic acid",95.93,"ug/g","ppm",2015
"2933","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Pentadecanoic acid",137.83,"ug/g","ppm",2015
"2934","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","cis-10-Pentadecenoic acid",8.81,"ug/g","ppm",2015
"2935","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Palmitic acid",6236.94,"ug/g","ppm",2015
"2936","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","cis-7-Hexadecenoic acid",3908.97,"ug/g","ppm",2015
"2937","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Heptadecanoic acid",177.96,"ug/g","ppm",2015
"2938","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","cis-10-Heptadecenoic acid",NA,"ug/g","ppm",2015
"2939","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Stearic acid",1207.44,"ug/g","ppm",2015
"2940","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Oleic acid",8143.22,"ug/g","ppm",2015
"2941","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Elaidic acid",22.85,"ug/g","ppm",2015
"2942","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","cis-Vaccenic acid",1656.52,"ug/g","ppm",2015
"2943","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Linoleic acid",1914.08,"ug/g","ppm",2015
"2944","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Linolelaidic acid",NA,"ug/g","ppm",2015
"2945","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Linolenic acid",1431.17,"ug/g","ppm",2015
"2946","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","gamma-Linolenic acid",142.85,"ug/g","ppm",2015
"2947","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Octadecatetraenoic acid",1063.24,"ug/g","ppm",2015
"2948","MN","Lake Superior","Salvelinus namaycush","Lake trout","Salmonidae","P","Arachidic acid",43.25,"ug/g","ppm",2015
