"","State","Lake","Scientific.Name","Common.Name","Family","Niche","Analyte","Abbreviation","Amount","Units","Year"
"1","IL","Lake Michigan","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","alpha-Linolenic acid","ALA",NA,"mg/g",2010
"2","IL","Lake Michigan","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Docosahexaenoic acid","DHA",1.2,"mg/g",2010
"3","IL","Lake Michigan","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Docosapentaenoic acid","DPA",NA,"mg/g",2010
"4","IL","Lake Michigan","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Eicosapentaenoic acid","EPA",0.228,"mg/g",2010
"5","IL","Lake Michigan","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"6","IL","Lake Michigan","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","alpha-Linolenic acid","ALA",0.429,"mg/g",2010
"7","IL","Lake Michigan","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Docosahexaenoic acid","DHA",1.68,"mg/g",2010
"8","IL","Lake Michigan","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Docosapentaenoic acid","DPA",0.545,"mg/g",2010
"9","IL","Lake Michigan","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Eicosapentaenoic acid","EPA",0.844,"mg/g",2010
"10","IL","Lake Michigan","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"11","IL","Lake Michigan","Salmo trutta","Brown trout","Salmonidae","P","alpha-Linolenic acid","ALA",0.943,"mg/g",2010
"12","IL","Lake Michigan","Salmo trutta","Brown trout","Salmonidae","P","Docosahexaenoic acid","DHA",5.89,"mg/g",2010
"13","IL","Lake Michigan","Salmo trutta","Brown trout","Salmonidae","P","Docosapentaenoic acid","DPA",1.69,"mg/g",2010
"14","IL","Lake Michigan","Salmo trutta","Brown trout","Salmonidae","P","Eicosapentaenoic acid","EPA",1.63,"mg/g",2010
"15","IL","Lake Michigan","Salmo trutta","Brown trout","Salmonidae","P","Eicosatrienoic acid","ETE",0.358,"mg/g",2010
"16","IN","Lake Michigan","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","alpha-Linolenic acid","ALA",0.83,"mg/g",2010
"17","IN","Lake Michigan","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Docosahexaenoic acid","DHA",1.91,"mg/g",2010
"18","IN","Lake Michigan","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Docosapentaenoic acid","DPA",1.45,"mg/g",2010
"19","IN","Lake Michigan","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Eicosapentaenoic acid","EPA",1.39,"mg/g",2010
"20","IN","Lake Michigan","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"21","IN","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","alpha-Linolenic acid","ALA",1.04,"mg/g",2010
"22","IN","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Docosahexaenoic acid","DHA",4.75,"mg/g",2010
"23","IN","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Docosapentaenoic acid","DPA",1.77,"mg/g",2010
"24","IN","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Eicosapentaenoic acid","EPA",2.14,"mg/g",2010
"25","IN","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Eicosatrienoic acid","ETE",0.195,"mg/g",2010
"26","MI","Lake Erie","Morone americana","White perch","Moronidae","P","alpha-Linolenic acid","ALA",1.44,"mg/g",2010
"27","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Docosahexaenoic acid","DHA",1.91,"mg/g",2010
"28","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Docosapentaenoic acid","DPA",0.828,"mg/g",2010
"29","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Eicosapentaenoic acid","EPA",2.76,"mg/g",2010
"30","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Eicosatrienoic acid","ETE",0.18,"mg/g",2010
"31","MI","Lake Erie","Morone americana","White perch","Moronidae","P","alpha-Linolenic acid","ALA",1.41,"mg/g",2010
"32","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Docosahexaenoic acid","DHA",1.83,"mg/g",2010
"33","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Docosapentaenoic acid","DPA",0.776,"mg/g",2010
"34","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Eicosapentaenoic acid","EPA",2.63,"mg/g",2010
"35","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Eicosatrienoic acid","ETE",0.184,"mg/g",2010
"36","MI","Lake Erie","Morone americana","White perch","Moronidae","P","alpha-Linolenic acid","ALA",2,"mg/g",2010
"37","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Docosahexaenoic acid","DHA",2.61,"mg/g",2010
"38","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Docosapentaenoic acid","DPA",1.08,"mg/g",2010
"39","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Eicosapentaenoic acid","EPA",3.73,"mg/g",2010
"40","MI","Lake Erie","Morone americana","White perch","Moronidae","P","Eicosatrienoic acid","ETE",0.211,"mg/g",2010
"41","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","alpha-Linolenic acid","ALA",NA,"mg/g",2010
"42","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","Docosahexaenoic acid","DHA",0.652,"mg/g",2010
"43","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","Docosapentaenoic acid","DPA",NA,"mg/g",2010
"44","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","Eicosapentaenoic acid","EPA",0.241,"mg/g",2010
"45","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"46","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","alpha-Linolenic acid","ALA",2.42,"mg/g",2010
"47","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosahexaenoic acid","DHA",10.9,"mg/g",2010
"48","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosapentaenoic acid","DPA",4.88,"mg/g",2010
"49","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosapentaenoic acid","EPA",5.75,"mg/g",2010
"50","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosatrienoic acid","ETE",1.02,"mg/g",2010
"51","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","alpha-Linolenic acid","ALA",1.19,"mg/g",2010
"52","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosahexaenoic acid","DHA",6.09,"mg/g",2010
"53","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosapentaenoic acid","DPA",2.65,"mg/g",2010
"54","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosapentaenoic acid","EPA",2.57,"mg/g",2010
"55","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosatrienoic acid","ETE",0.402,"mg/g",2010
"56","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","alpha-Linolenic acid","ALA",1.19,"mg/g",2010
"57","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosahexaenoic acid","DHA",6.88,"mg/g",2010
"58","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosapentaenoic acid","DPA",1.9,"mg/g",2010
"59","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosapentaenoic acid","EPA",2.85,"mg/g",2010
"60","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosatrienoic acid","ETE",0.493,"mg/g",2010
"61","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","alpha-Linolenic acid","ALA",1.47,"mg/g",2010
"62","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosahexaenoic acid","DHA",6.34,"mg/g",2010
"63","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosapentaenoic acid","DPA",2.14,"mg/g",2010
"64","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosapentaenoic acid","EPA",2.6,"mg/g",2010
"65","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosatrienoic acid","ETE",0.558,"mg/g",2010
"66","MI","Lake Huron","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","alpha-Linolenic acid","ALA",0.613,"mg/g",2010
"67","MI","Lake Huron","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Docosahexaenoic acid","DHA",0.985,"mg/g",2010
"68","MI","Lake Huron","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Docosapentaenoic acid","DPA",0.968,"mg/g",2010
"69","MI","Lake Huron","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Eicosapentaenoic acid","EPA",1.43,"mg/g",2010
"70","MI","Lake Huron","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"71","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","alpha-Linolenic acid","ALA",1.45,"mg/g",2010
"72","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosahexaenoic acid","DHA",7.53,"mg/g",2010
"73","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosapentaenoic acid","DPA",2.08,"mg/g",2010
"74","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosapentaenoic acid","EPA",3.09,"mg/g",2010
"75","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosatrienoic acid","ETE",0.725,"mg/g",2010
"76","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","alpha-Linolenic acid","ALA",1.06,"mg/g",2010
"77","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosahexaenoic acid","DHA",5.23,"mg/g",2010
"78","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosapentaenoic acid","DPA",1.87,"mg/g",2010
"79","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosapentaenoic acid","EPA",2.16,"mg/g",2010
"80","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosatrienoic acid","ETE",0.338,"mg/g",2010
"81","MI","Lake Huron","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","alpha-Linolenic acid","ALA",1.29,"mg/g",2010
"82","MI","Lake Huron","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Docosahexaenoic acid","DHA",1.5,"mg/g",2010
"83","MI","Lake Huron","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Docosapentaenoic acid","DPA",2.37,"mg/g",2010
"84","MI","Lake Huron","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Eicosapentaenoic acid","EPA",2.75,"mg/g",2010
"85","MI","Lake Huron","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Eicosatrienoic acid","ETE",0.145,"mg/g",2010
"86","MI","Lake Huron","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","alpha-Linolenic acid","ALA",NA,"mg/g",2010
"87","MI","Lake Huron","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Docosahexaenoic acid","DHA",1.31,"mg/g",2010
"88","MI","Lake Huron","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Docosapentaenoic acid","DPA",0.576,"mg/g",2010
"89","MI","Lake Huron","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Eicosapentaenoic acid","EPA",0.363,"mg/g",2010
"90","MI","Lake Huron","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"91","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","alpha-Linolenic acid","ALA",1.72,"mg/g",2010
"92","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosahexaenoic acid","DHA",8.21,"mg/g",2010
"93","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosapentaenoic acid","DPA",2.74,"mg/g",2010
"94","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosapentaenoic acid","EPA",4.11,"mg/g",2010
"95","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosatrienoic acid","ETE",0.833,"mg/g",2010
"96","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","alpha-Linolenic acid","ALA",1.29,"mg/g",2010
"97","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosahexaenoic acid","DHA",6.47,"mg/g",2010
"98","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosapentaenoic acid","DPA",2.19,"mg/g",2010
"99","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosapentaenoic acid","EPA",2.6,"mg/g",2010
"100","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosatrienoic acid","ETE",0.409,"mg/g",2010
"101","MI","Lake Huron","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","alpha-Linolenic acid","ALA",0.312,"mg/g",2010
"102","MI","Lake Huron","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Docosahexaenoic acid","DHA",2.33,"mg/g",2010
"103","MI","Lake Huron","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Docosapentaenoic acid","DPA",0.827,"mg/g",2010
"104","MI","Lake Huron","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Eicosapentaenoic acid","EPA",2.17,"mg/g",2010
"105","MI","Lake Huron","Coregonus clupeaformis","Lake whitefish","Salmonidae","BD","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"106","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","alpha-Linolenic acid","ALA",0.778,"mg/g",2010
"107","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosahexaenoic acid","DHA",4.21,"mg/g",2010
"108","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosapentaenoic acid","DPA",1.95,"mg/g",2010
"109","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosapentaenoic acid","EPA",1.82,"mg/g",2010
"110","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosatrienoic acid","ETE",0.299,"mg/g",2010
"111","MI","Lake Huron","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","alpha-Linolenic acid","ALA",0.357,"mg/g",2010
"112","MI","Lake Huron","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Docosahexaenoic acid","DHA",1.13,"mg/g",2010
"113","MI","Lake Huron","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Docosapentaenoic acid","DPA",1.31,"mg/g",2010
"114","MI","Lake Huron","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Eicosapentaenoic acid","EPA",0.963,"mg/g",2010
"115","MI","Lake Huron","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Eicosatrienoic acid","ETE",0.122,"mg/g",2010
"116","MI","Lake Huron","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","alpha-Linolenic acid","ALA",0.823,"mg/g",2010
"117","MI","Lake Huron","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Docosahexaenoic acid","DHA",3.96,"mg/g",2010
"118","MI","Lake Huron","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Docosapentaenoic acid","DPA",1.14,"mg/g",2010
"119","MI","Lake Huron","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Eicosapentaenoic acid","EPA",1.47,"mg/g",2010
"120","MI","Lake Huron","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Eicosatrienoic acid","ETE",0.163,"mg/g",2010
"121","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","alpha-Linolenic acid","ALA",1.65,"mg/g",2010
"122","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosahexaenoic acid","DHA",6.99,"mg/g",2010
"123","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosapentaenoic acid","DPA",3.06,"mg/g",2010
"124","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosapentaenoic acid","EPA",3.39,"mg/g",2010
"125","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosatrienoic acid","ETE",0.766,"mg/g",2010
"126","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","alpha-Linolenic acid","ALA",0.725,"mg/g",2010
"127","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosahexaenoic acid","DHA",4.53,"mg/g",2010
"128","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosapentaenoic acid","DPA",2.06,"mg/g",2010
"129","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosapentaenoic acid","EPA",1.83,"mg/g",2010
"130","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosatrienoic acid","ETE",0.278,"mg/g",2010
"131","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","alpha-Linolenic acid","ALA",1.74,"mg/g",2010
"132","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosahexaenoic acid","DHA",8.14,"mg/g",2010
"133","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosapentaenoic acid","DPA",3.34,"mg/g",2010
"134","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosapentaenoic acid","EPA",3.77,"mg/g",2010
"135","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosatrienoic acid","ETE",0.751,"mg/g",2010
"136","MI","Lake Huron","Salmo trutta","Brown trout","Salmonidae","P","alpha-Linolenic acid","ALA",0.519,"mg/g",2010
"137","MI","Lake Huron","Salmo trutta","Brown trout","Salmonidae","P","Docosahexaenoic acid","DHA",2.55,"mg/g",2010
"138","MI","Lake Huron","Salmo trutta","Brown trout","Salmonidae","P","Docosapentaenoic acid","DPA",0.995,"mg/g",2010
"139","MI","Lake Huron","Salmo trutta","Brown trout","Salmonidae","P","Eicosapentaenoic acid","EPA",1.49,"mg/g",2010
"140","MI","Lake Huron","Salmo trutta","Brown trout","Salmonidae","P","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"141","MI","Lake Huron","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","alpha-Linolenic acid","ALA",NA,"mg/g",2010
"142","MI","Lake Huron","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Docosahexaenoic acid","DHA",0.304,"mg/g",2010
"143","MI","Lake Huron","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Docosapentaenoic acid","DPA",0.222,"mg/g",2010
"144","MI","Lake Huron","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Eicosapentaenoic acid","EPA",0.377,"mg/g",2010
"145","MI","Lake Huron","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"146","MI","Lake Huron","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","alpha-Linolenic acid","ALA",0.709,"mg/g",2010
"147","MI","Lake Huron","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Docosahexaenoic acid","DHA",2.46,"mg/g",2010
"148","MI","Lake Huron","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Docosapentaenoic acid","DPA",1.33,"mg/g",2010
"149","MI","Lake Huron","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Eicosapentaenoic acid","EPA",0.934,"mg/g",2010
"150","MI","Lake Huron","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Eicosatrienoic acid","ETE",0.242,"mg/g",2010
"151","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","alpha-Linolenic acid","ALA",0.948,"mg/g",2010
"152","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosahexaenoic acid","DHA",5.46,"mg/g",2010
"153","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosapentaenoic acid","DPA",1.95,"mg/g",2010
"154","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosapentaenoic acid","EPA",2.71,"mg/g",2010
"155","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosatrienoic acid","ETE",0.425,"mg/g",2010
"156","MI","Lake Huron","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","alpha-Linolenic acid","ALA",0.244,"mg/g",2010
"157","MI","Lake Huron","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Docosahexaenoic acid","DHA",1.88,"mg/g",2010
"158","MI","Lake Huron","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Docosapentaenoic acid","DPA",0.326,"mg/g",2010
"159","MI","Lake Huron","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Eicosapentaenoic acid","EPA",0.567,"mg/g",2010
"160","MI","Lake Huron","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"161","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","alpha-Linolenic acid","ALA",1.12,"mg/g",2010
"162","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosahexaenoic acid","DHA",5.44,"mg/g",2010
"163","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosapentaenoic acid","DPA",1.65,"mg/g",2010
"164","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosapentaenoic acid","EPA",2.45,"mg/g",2010
"165","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosatrienoic acid","ETE",0.522,"mg/g",2010
"166","MI","Lake Huron","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","alpha-Linolenic acid","ALA",0.737,"mg/g",2010
"167","MI","Lake Huron","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Docosahexaenoic acid","DHA",2.57,"mg/g",2010
"168","MI","Lake Huron","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Docosapentaenoic acid","DPA",0.866,"mg/g",2010
"169","MI","Lake Huron","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Eicosapentaenoic acid","EPA",1.29,"mg/g",2010
"170","MI","Lake Huron","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Eicosatrienoic acid","ETE",0.226,"mg/g",2010
"171","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","alpha-Linolenic acid","ALA",2.04,"mg/g",2010
"172","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosahexaenoic acid","DHA",8.21,"mg/g",2010
"173","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosapentaenoic acid","DPA",3.01,"mg/g",2010
"174","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosapentaenoic acid","EPA",3.7,"mg/g",2010
"175","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosatrienoic acid","ETE",0.703,"mg/g",2010
"176","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","alpha-Linolenic acid","ALA",1.35,"mg/g",2010
"177","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosahexaenoic acid","DHA",6.39,"mg/g",2010
"178","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosapentaenoic acid","DPA",2.5,"mg/g",2010
"179","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosapentaenoic acid","EPA",3.08,"mg/g",2010
"180","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosatrienoic acid","ETE",0.417,"mg/g",2010
"181","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","alpha-Linolenic acid","ALA",1.78,"mg/g",2010
"182","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosahexaenoic acid","DHA",8.53,"mg/g",2010
"183","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosapentaenoic acid","DPA",2.49,"mg/g",2010
"184","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosapentaenoic acid","EPA",3.87,"mg/g",2010
"185","MI","Lake Huron","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosatrienoic acid","ETE",0.706,"mg/g",2010
"186","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","alpha-Linolenic acid","ALA",0.814,"mg/g",2010
"187","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Docosahexaenoic acid","DHA",3.23,"mg/g",2010
"188","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Docosapentaenoic acid","DPA",1.55,"mg/g",2010
"189","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Eicosapentaenoic acid","EPA",1.84,"mg/g",2010
"190","MI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Eicosatrienoic acid","ETE",0.195,"mg/g",2010
"191","MI","Lake Michigan","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","alpha-Linolenic acid","ALA",0.174,"mg/g",2010
"192","MI","Lake Michigan","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","Docosahexaenoic acid","DHA",1.68,"mg/g",2010
"193","MI","Lake Michigan","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","Docosapentaenoic acid","DPA",0.526,"mg/g",2010
"194","MI","Lake Michigan","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","Eicosapentaenoic acid","EPA",1.61,"mg/g",2010
"195","MI","Lake Michigan","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"196","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","alpha-Linolenic acid","ALA",0.793,"mg/g",2010
"197","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosahexaenoic acid","DHA",4.57,"mg/g",2010
"198","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosapentaenoic acid","DPA",1.11,"mg/g",2010
"199","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosapentaenoic acid","EPA",1.6,"mg/g",2010
"200","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosatrienoic acid","ETE",0.166,"mg/g",2010
"201","MI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","alpha-Linolenic acid","ALA",3.57,"mg/g",2010
