"","State","Lake","Scientific.Name","Common.Name","Family","Niche","Analyte","Abbreviation","Amount","Units","Year"
"572","NY","Lake Ontario","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Docosahexaenoic acid","DHA",0.756,"mg/g",2010
"573","NY","Lake Ontario","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Docosapentaenoic acid","DPA",0.467,"mg/g",2010
"574","NY","Lake Ontario","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Eicosapentaenoic acid","EPA",0.619,"mg/g",2010
"575","NY","Lake Ontario","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"576","NY","Lake Ontario","Perca flavescens","Yellow perch","Percidae","P","alpha-Linolenic acid","ALA",NA,"mg/g",2010
"577","NY","Lake Ontario","Perca flavescens","Yellow perch","Percidae","P","Docosahexaenoic acid","DHA",0.681,"mg/g",2010
"578","NY","Lake Ontario","Perca flavescens","Yellow perch","Percidae","P","Docosapentaenoic acid","DPA",NA,"mg/g",2010
"579","NY","Lake Ontario","Perca flavescens","Yellow perch","Percidae","P","Eicosapentaenoic acid","EPA",0.235,"mg/g",2010
"580","NY","Lake Ontario","Perca flavescens","Yellow perch","Percidae","P","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"581","NY","Lake Ontario","Sander vitreus","Walleye","Percidae","P","alpha-Linolenic acid","ALA",1.61,"mg/g",2010
"582","NY","Lake Ontario","Sander vitreus","Walleye","Percidae","P","Docosahexaenoic acid","DHA",5.4,"mg/g",2010
"583","NY","Lake Ontario","Sander vitreus","Walleye","Percidae","P","Docosapentaenoic acid","DPA",1.11,"mg/g",2010
"584","NY","Lake Ontario","Sander vitreus","Walleye","Percidae","P","Eicosapentaenoic acid","EPA",2.64,"mg/g",2010
"585","NY","Lake Ontario","Sander vitreus","Walleye","Percidae","P","Eicosatrienoic acid","ETE",0.326,"mg/g",2010
"586","NY","Lake Ontario","Perca flavescens","Yellow perch","Percidae","P","alpha-Linolenic acid","ALA",0.15,"mg/g",2010
"587","NY","Lake Ontario","Perca flavescens","Yellow perch","Percidae","P","Docosahexaenoic acid","DHA",0.938,"mg/g",2010
"588","NY","Lake Ontario","Perca flavescens","Yellow perch","Percidae","P","Docosapentaenoic acid","DPA",0.198,"mg/g",2010
"589","NY","Lake Ontario","Perca flavescens","Yellow perch","Percidae","P","Eicosapentaenoic acid","EPA",0.291,"mg/g",2010
"590","NY","Lake Ontario","Perca flavescens","Yellow perch","Percidae","P","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"591","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","alpha-Linolenic acid","ALA",0.583,"mg/g",2010
"592","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Docosahexaenoic acid","DHA",2.96,"mg/g",2010
"593","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Docosapentaenoic acid","DPA",1.16,"mg/g",2010
"594","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Eicosapentaenoic acid","EPA",0.743,"mg/g",2010
"595","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Eicosatrienoic acid","ETE",0.123,"mg/g",2010
"596","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","alpha-Linolenic acid","ALA",1.08,"mg/g",2010
"597","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Docosahexaenoic acid","DHA",3.83,"mg/g",2010
"598","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Docosapentaenoic acid","DPA",1.78,"mg/g",2010
"599","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Eicosapentaenoic acid","EPA",1.04,"mg/g",2010
"600","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Eicosatrienoic acid","ETE",0.15,"mg/g",2010
"601","NY","Lake Ontario","Salmo trutta","Brown trout","Salmonidae","P","alpha-Linolenic acid","ALA",2.34,"mg/g",2010
"602","NY","Lake Ontario","Salmo trutta","Brown trout","Salmonidae","P","Docosahexaenoic acid","DHA",7.24,"mg/g",2010
"603","NY","Lake Ontario","Salmo trutta","Brown trout","Salmonidae","P","Docosapentaenoic acid","DPA",2.75,"mg/g",2010
"604","NY","Lake Ontario","Salmo trutta","Brown trout","Salmonidae","P","Eicosapentaenoic acid","EPA",3.34,"mg/g",2010
"605","NY","Lake Ontario","Salmo trutta","Brown trout","Salmonidae","P","Eicosatrienoic acid","ETE",0.752,"mg/g",2010
"606","NY","Lake Ontario","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","alpha-Linolenic acid","ALA",2.74,"mg/g",2010
"607","NY","Lake Ontario","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Docosahexaenoic acid","DHA",7.18,"mg/g",2010
"608","NY","Lake Ontario","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Docosapentaenoic acid","DPA",2.82,"mg/g",2010
"609","NY","Lake Ontario","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Eicosapentaenoic acid","EPA",4.02,"mg/g",2010
"610","NY","Lake Ontario","Oncorhynchus mykiss","Rainbow trout","Salmonidae","P","Eicosatrienoic acid","ETE",0.982,"mg/g",2010
"611","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","alpha-Linolenic acid","ALA",0.383,"mg/g",2010
"612","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Docosahexaenoic acid","DHA",1.87,"mg/g",2010
"613","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Docosapentaenoic acid","DPA",0.69,"mg/g",2010
"614","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Eicosapentaenoic acid","EPA",0.483,"mg/g",2010
"615","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"616","NY","Lake Ontario","Sander vitreus","Walleye","Percidae","P","alpha-Linolenic acid","ALA",2.06,"mg/g",2010
"617","NY","Lake Ontario","Sander vitreus","Walleye","Percidae","P","Docosahexaenoic acid","DHA",10.4,"mg/g",2010
"618","NY","Lake Ontario","Sander vitreus","Walleye","Percidae","P","Docosapentaenoic acid","DPA",1.63,"mg/g",2010
"619","NY","Lake Ontario","Sander vitreus","Walleye","Percidae","P","Eicosapentaenoic acid","EPA",2.88,"mg/g",2010
"620","NY","Lake Ontario","Sander vitreus","Walleye","Percidae","P","Eicosatrienoic acid","ETE",0.204,"mg/g",2010
"621","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","alpha-Linolenic acid","ALA",0.191,"mg/g",2010
"622","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Docosahexaenoic acid","DHA",1.28,"mg/g",2010
"623","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Docosapentaenoic acid","DPA",0.486,"mg/g",2010
"624","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Eicosapentaenoic acid","EPA",0.27,"mg/g",2010
"625","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"626","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","alpha-Linolenic acid","ALA",0.733,"mg/g",2010
"627","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Docosahexaenoic acid","DHA",2.89,"mg/g",2010
"628","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Docosapentaenoic acid","DPA",1.22,"mg/g",2010
"629","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Eicosapentaenoic acid","EPA",0.873,"mg/g",2010
"630","NY","Lake Ontario","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Eicosatrienoic acid","ETE",0.197,"mg/g",2010
"631","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","alpha-Linolenic acid","ALA",NA,"mg/g",2010
"632","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Docosahexaenoic acid","DHA",0.297,"mg/g",2010
"633","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Docosapentaenoic acid","DPA",0.235,"mg/g",2010
"634","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Eicosapentaenoic acid","EPA",0.268,"mg/g",2010
"635","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"636","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","alpha-Linolenic acid","ALA",0.527,"mg/g",2010
"637","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","Docosahexaenoic acid","DHA",1.69,"mg/g",2010
"638","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","Docosapentaenoic acid","DPA",0.295,"mg/g",2010
"639","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","Eicosapentaenoic acid","EPA",1.14,"mg/g",2010
"640","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"641","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","alpha-Linolenic acid","ALA",1.26,"mg/g",2010
"642","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","Docosahexaenoic acid","DHA",3.92,"mg/g",2010
"643","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","Docosapentaenoic acid","DPA",0.506,"mg/g",2010
"644","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","Eicosapentaenoic acid","EPA",2.2,"mg/g",2010
"645","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"646","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","alpha-Linolenic acid","ALA",0.847,"mg/g",2010
"647","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Docosahexaenoic acid","DHA",1.52,"mg/g",2010
"648","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Docosapentaenoic acid","DPA",1.1,"mg/g",2010
"649","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Eicosapentaenoic acid","EPA",1.27,"mg/g",2010
"650","OH","Lake Erie","Aplodinotus grunniens","Freshwater drum","Sciaenidae","P","Eicosatrienoic acid","ETE",0.114,"mg/g",2010
"651","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","alpha-Linolenic acid","ALA",0.172,"mg/g",2010
"652","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Docosahexaenoic acid","DHA",0.816,"mg/g",2010
"653","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Docosapentaenoic acid","DPA",0.229,"mg/g",2010
"654","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Eicosapentaenoic acid","EPA",0.385,"mg/g",2010
"655","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"656","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","alpha-Linolenic acid","ALA",NA,"mg/g",2010
"657","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Docosahexaenoic acid","DHA",0.527,"mg/g",2010
"658","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Docosapentaenoic acid","DPA",NA,"mg/g",2010
"659","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Eicosapentaenoic acid","EPA",0.224,"mg/g",2010
"660","OH","Lake Erie","Perca flavescens","Yellow perch","Percidae","P","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"661","OH","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","alpha-Linolenic acid","ALA",3.31,"mg/g",2010
"662","OH","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Docosahexaenoic acid","DHA",2.87,"mg/g",2010
"663","OH","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Docosapentaenoic acid","DPA",1.84,"mg/g",2010
"664","OH","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Eicosapentaenoic acid","EPA",2.85,"mg/g",2010
"665","OH","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Eicosatrienoic acid","ETE",0.315,"mg/g",2010
"666","OH","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","alpha-Linolenic acid","ALA",1.03,"mg/g",2010
"667","OH","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Docosahexaenoic acid","DHA",2.46,"mg/g",2010
"668","OH","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Docosapentaenoic acid","DPA",1.18,"mg/g",2010
"669","OH","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Eicosapentaenoic acid","EPA",1.95,"mg/g",2010
"670","OH","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Eicosatrienoic acid","ETE",0.168,"mg/g",2010
"671","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","alpha-Linolenic acid","ALA",0.767,"mg/g",2010
"672","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","Docosahexaenoic acid","DHA",2.47,"mg/g",2010
"673","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","Docosapentaenoic acid","DPA",0.318,"mg/g",2010
"674","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","Eicosapentaenoic acid","EPA",1.51,"mg/g",2010
"675","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"676","OH","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","alpha-Linolenic acid","ALA",4.55,"mg/g",2010
"677","OH","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Docosahexaenoic acid","DHA",3.39,"mg/g",2010
"678","OH","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Docosapentaenoic acid","DPA",2.3,"mg/g",2010
"679","OH","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Eicosapentaenoic acid","EPA",3.84,"mg/g",2010
"680","OH","Lake Erie","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Eicosatrienoic acid","ETE",0.318,"mg/g",2010
"681","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","alpha-Linolenic acid","ALA",0.176,"mg/g",2010
"682","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","Docosahexaenoic acid","DHA",0.914,"mg/g",2010
"683","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","Docosapentaenoic acid","DPA",NA,"mg/g",2010
"684","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","Eicosapentaenoic acid","EPA",0.445,"mg/g",2010
"685","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"686","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","alpha-Linolenic acid","ALA",0.372,"mg/g",2010
"687","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","Docosahexaenoic acid","DHA",1.29,"mg/g",2010
"688","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","Docosapentaenoic acid","DPA",0.239,"mg/g",2010
"689","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","Eicosapentaenoic acid","EPA",0.75,"mg/g",2010
"690","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"691","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","alpha-Linolenic acid","ALA",0.493,"mg/g",2010
"692","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","Docosahexaenoic acid","DHA",1.4,"mg/g",2010
"693","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","Docosapentaenoic acid","DPA",0.321,"mg/g",2010
"694","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","Eicosapentaenoic acid","EPA",0.916,"mg/g",2010
"695","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"696","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","alpha-Linolenic acid","ALA",0.202,"mg/g",2010
"697","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","Docosahexaenoic acid","DHA",1.01,"mg/g",2010
"698","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","Docosapentaenoic acid","DPA",0.127,"mg/g",2010
"699","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","Eicosapentaenoic acid","EPA",0.465,"mg/g",2010
"700","OH","Lake Erie","Sander vitreus","Walleye","Percidae","P","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"701","PA","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","alpha-Linolenic acid","ALA",0.873,"mg/g",2010
"702","PA","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Docosahexaenoic acid","DHA",4.44,"mg/g",2010
"703","PA","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Docosapentaenoic acid","DPA",2.7,"mg/g",2010
"704","PA","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Eicosapentaenoic acid","EPA",1.33,"mg/g",2010
"705","PA","Lake Erie","Micropterus dolomieu","Smallmouth bass","Centrarchidae","P","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"706","PA","Lake Erie","Sander vitreus","Walleye","Percidae","P","alpha-Linolenic acid","ALA",0.339,"mg/g",2010
"707","PA","Lake Erie","Sander vitreus","Walleye","Percidae","P","Docosahexaenoic acid","DHA",1.61,"mg/g",2010
"708","PA","Lake Erie","Sander vitreus","Walleye","Percidae","P","Docosapentaenoic acid","DPA",0.151,"mg/g",2010
"709","PA","Lake Erie","Sander vitreus","Walleye","Percidae","P","Eicosapentaenoic acid","EPA",0.884,"mg/g",2010
"710","PA","Lake Erie","Sander vitreus","Walleye","Percidae","P","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"711","PA","Lake Erie","Sander vitreus","Walleye","Percidae","P","alpha-Linolenic acid","ALA",1.08,"mg/g",2010
"712","PA","Lake Erie","Sander vitreus","Walleye","Percidae","P","Docosahexaenoic acid","DHA",3.62,"mg/g",2010
"713","PA","Lake Erie","Sander vitreus","Walleye","Percidae","P","Docosapentaenoic acid","DPA",0.632,"mg/g",2010
"714","PA","Lake Erie","Sander vitreus","Walleye","Percidae","P","Eicosapentaenoic acid","EPA",2.09,"mg/g",2010
"715","PA","Lake Erie","Sander vitreus","Walleye","Percidae","P","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"716","WI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","alpha-Linolenic acid","ALA",1.15,"mg/g",2010
"717","WI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosahexaenoic acid","DHA",6.64,"mg/g",2010
"718","WI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Docosapentaenoic acid","DPA",2.28,"mg/g",2010
"719","WI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosapentaenoic acid","EPA",2.75,"mg/g",2010
"720","WI","Lake Michigan","Salvelinus namaycush","Lake trout","Salmonidae","P","Eicosatrienoic acid","ETE",0.325,"mg/g",2010
"721","WI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","alpha-Linolenic acid","ALA",0.203,"mg/g",2010
"722","WI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Docosahexaenoic acid","DHA",2.14,"mg/g",2010
"723","WI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Docosapentaenoic acid","DPA",1.04,"mg/g",2010
"724","WI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Eicosapentaenoic acid","EPA",1.14,"mg/g",2010
"725","WI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"726","WI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","alpha-Linolenic acid","ALA",0.652,"mg/g",2010
"727","WI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Docosahexaenoic acid","DHA",1.84,"mg/g",2010
"728","WI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Docosapentaenoic acid","DPA",0.239,"mg/g",2010
"729","WI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Eicosapentaenoic acid","EPA",0.597,"mg/g",2010
"730","WI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"731","WI","Lake Michigan","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","alpha-Linolenic acid","ALA",0.616,"mg/g",2010
"732","WI","Lake Michigan","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Docosahexaenoic acid","DHA",1,"mg/g",2010
"733","WI","Lake Michigan","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Docosapentaenoic acid","DPA",0.796,"mg/g",2010
"734","WI","Lake Michigan","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Eicosapentaenoic acid","EPA",1.41,"mg/g",2010
"735","WI","Lake Michigan","Ictalurus punctatus","Channel catfish","Ictaluridae","BD","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"736","WI","Lake Michigan","Oncorhynchus kisutch","Coho salmon","Salmonidae","P","alpha-Linolenic acid","ALA",0.49,"mg/g",2010
"737","WI","Lake Michigan","Oncorhynchus kisutch","Coho salmon","Salmonidae","P","Docosahexaenoic acid","DHA",3.76,"mg/g",2010
"738","WI","Lake Michigan","Oncorhynchus kisutch","Coho salmon","Salmonidae","P","Docosapentaenoic acid","DPA",0.667,"mg/g",2010
"739","WI","Lake Michigan","Oncorhynchus kisutch","Coho salmon","Salmonidae","P","Eicosapentaenoic acid","EPA",1.16,"mg/g",2010
"740","WI","Lake Michigan","Oncorhynchus kisutch","Coho salmon","Salmonidae","P","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"741","WI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","alpha-Linolenic acid","ALA",0.45,"mg/g",2010
"742","WI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Docosahexaenoic acid","DHA",1.37,"mg/g",2010
"743","WI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Docosapentaenoic acid","DPA",0.222,"mg/g",2010
"744","WI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Eicosapentaenoic acid","EPA",0.368,"mg/g",2010
"745","WI","Lake Michigan","Oncorhynchus tshawytscha","Chinook salmon","Salmonidae","P","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"746","WI","Lake Superior","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","alpha-Linolenic acid","ALA",0.421,"mg/g",2010
"747","WI","Lake Superior","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","Docosahexaenoic acid","DHA",2.22,"mg/g",2010
"748","WI","Lake Superior","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","Docosapentaenoic acid","DPA",0.455,"mg/g",2010
"749","WI","Lake Superior","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","Eicosapentaenoic acid","EPA",1.14,"mg/g",2010
"750","WI","Lake Superior","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"751","WI","Lake Superior","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","alpha-Linolenic acid","ALA",0.216,"mg/g",2010
"752","WI","Lake Superior","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","Docosahexaenoic acid","DHA",1.24,"mg/g",2010
"753","WI","Lake Superior","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","Docosapentaenoic acid","DPA",0.231,"mg/g",2010
"754","WI","Lake Superior","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","Eicosapentaenoic acid","EPA",0.787,"mg/g",2010
"755","WI","Lake Superior","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"756","WI","Lake Superior","Catostomus catostomus","Longnose sucker","Catostomidae","BD","alpha-Linolenic acid","ALA",0.265,"mg/g",2010
"757","WI","Lake Superior","Catostomus catostomus","Longnose sucker","Catostomidae","BD","Docosahexaenoic acid","DHA",1.86,"mg/g",2010
"758","WI","Lake Superior","Catostomus catostomus","Longnose sucker","Catostomidae","BD","Docosapentaenoic acid","DPA",0.574,"mg/g",2010
"759","WI","Lake Superior","Catostomus catostomus","Longnose sucker","Catostomidae","BD","Eicosapentaenoic acid","EPA",1.43,"mg/g",2010
"760","WI","Lake Superior","Catostomus catostomus","Longnose sucker","Catostomidae","BD","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"761","WI","Lake Superior","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","alpha-Linolenic acid","ALA",0.399,"mg/g",2010
"762","WI","Lake Superior","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","Docosahexaenoic acid","DHA",1.41,"mg/g",2010
"763","WI","Lake Superior","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","Docosapentaenoic acid","DPA",0.3,"mg/g",2010
"764","WI","Lake Superior","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","Eicosapentaenoic acid","EPA",0.73,"mg/g",2010
"765","WI","Lake Superior","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"766","WI","Lake Superior","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","alpha-Linolenic acid","ALA",0.229,"mg/g",2010
"767","WI","Lake Superior","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","Docosahexaenoic acid","DHA",1.46,"mg/g",2010
"768","WI","Lake Superior","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","Docosapentaenoic acid","DPA",0.351,"mg/g",2010
"769","WI","Lake Superior","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","Eicosapentaenoic acid","EPA",0.717,"mg/g",2010
"770","WI","Lake Superior","Prosopium cylindraceum","Round whitefish","Salmonidae","BD","Eicosatrienoic acid","ETE",NA,"mg/g",2010
"771","WI","Lake Superior","Catostomus commersonii","White sucker","Catostomidae","BD","alpha-Linolenic acid","ALA",0.249,"mg/g",2010
"772","WI","Lake Superior","Catostomus commersonii","White sucker","Catostomidae","BD","Docosahexaenoic acid","DHA",1.56,"mg/g",2010
"773","WI","Lake Superior","Catostomus commersonii","White sucker","Catostomidae","BD","Docosapentaenoic acid","DPA",0.443,"mg/g",2010
"774","WI","Lake Superior","Catostomus commersonii","White sucker","Catostomidae","BD","Eicosapentaenoic acid","EPA",1.1,"mg/g",2010
