EPA Region,State,Lake Name,Site ID,EPA Sample ID,Species ID,Scientific Name,Common Name,Family,Niche,Analyte,CAS Number,Amount,EPA HH Screening Value,Over EPA HH SV?,"GL HH
1 Meal/Mo Screening Value","Over GL HH
1 Meal/Mo SV?","GL HH
1 Meal/Wk Screening Value","Over GL HH
1 Meal/Wk SV?",Unit 1,Unit 2,MDL,QL
2,NY,Lake Ontario,NCCAGL10-1201,560107,560107.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Mercury,7439-97-6,204.0,300,Does not exceed SV,220,Does Not Exceed SV,110,Exceeds SV,ng/g,ppb,0.20,0.80
2,NY,Lake Ontario,NCCAGL10-1202,560099,560099.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Mercury,7439-97-6,219.0,300,Does not exceed SV,220,Does Not Exceed SV,110,Exceeds SV,ng/g,ppb,0.20,0.80
2,NY,Lake Ontario,NCCAGL10-1204,560217,560217.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Mercury,7439-97-6,344.0,300,Exceeds SV,220,Exceeds SV,110,Exceeds SV,ng/g,ppb,0.20,0.80
2,NY,Lake Ontario,NCCAGL10-1205,560106,560106.1,Sander vitreus,Walleye,Percidae,P,Mercury,7439-97-6,416.0,300,Exceeds SV,220,Exceeds SV,110,Exceeds SV,ng/g,ppb,0.20,0.80
2,NY,Lake Ontario,NCCAGL10-1206,560037,560037.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Mercury,7439-97-6,260.0,300,Does not exceed SV,220,Exceeds SV,110,Exceeds SV,ng/g,ppb,0.20,0.80
2,NY,Lake Ontario,NCCAGL10-1207,560165,560165.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Mercury,7439-97-6,164.0,300,Does not exceed SV,220,Does Not Exceed SV,110,Exceeds SV,ng/g,ppb,0.20,0.80
2,NY,Lake Ontario,NCCAGL10-1209,560100,560100.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Mercury,7439-97-6,410.0,300,Exceeds SV,220,Exceeds SV,110,Exceeds SV,ng/g,ppb,0.20,0.80
2,NY,Lake Ontario,NCCAGL10-1210,560167,560167.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Mercury,7439-97-6,308.0,300,Exceeds SV,220,Exceeds SV,110,Exceeds SV,ng/g,ppb,0.20,0.80
2,NY,Lake Ontario,NCCAGL10-1211,560159,560159.1,Perca flavescens,Yellow perch,Percidae,P,Mercury,7439-97-6,87.1,300,Does not exceed SV,220,Does Not Exceed SV,110,Does Not Exceed SV,ng/g,ppb,0.20,0.80
2,NY,Lake Ontario,NCCAGL10-1213,560063,560063.1,Sander vitreus,Walleye,Percidae,P,Mercury,7439-97-6,389.0,300,Exceeds SV,220,Exceeds SV,110,Exceeds SV,ng/g,ppb,0.20,0.80
2,NY,Lake Ontario,NCCAGL10-1214,560062,560062.1,Perca flavescens,Yellow perch,Percidae,P,Mercury,7439-97-6,169.0,300,Does not exceed SV,220,Does Not Exceed SV,110,Exceeds SV,ng/g,ppb,0.20,0.80
2,NY,Lake Ontario,NCCAGL10-1216,560156,560156.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Mercury,7439-97-6,452.0,300,Exceeds SV,220,Exceeds SV,110,Exceeds SV,ng/g,ppb,0.20,0.80
2,NY,Lake Ontario,NCCAGL10-1217,560219,560219.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Mercury,7439-97-6,376.0,300,Exceeds SV,220,Exceeds SV,110,Exceeds SV,ng/g,ppb,0.20,0.80
2,NY,Lake Ontario,NCCAGL10-1218,560108,560108.1,Salmo trutta,Brown trout,Salmonidae,P,Mercury,7439-97-6,79.1,300,Does not exceed SV,220,Does Not Exceed SV,110,Does Not Exceed SV,ng/g,ppb,0.20,0.80
2,NY,Lake Ontario,NCCAGL10-1221,560158,560158.1,Oncorhynchus mykiss,Rainbow trout,Salmonidae,P,Mercury,7439-97-6,109.0,300,Does not exceed SV,220,Does Not Exceed SV,110,Does Not Exceed SV,ng/g,ppb,0.20,0.80
2,NY,Lake Ontario,NCCAGL10-1222,560166,560166.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Mercury,7439-97-6,169.0,300,Does not exceed SV,220,Does Not Exceed SV,110,Exceeds SV,ng/g,ppb,0.20,0.80
2,NY,Lake Ontario,NCCAGL10-1223,560258,560258.1,Sander vitreus,Walleye,Percidae,P,Mercury,7439-97-6,956.0,300,Exceeds SV,220,Exceeds SV,110,Exceeds SV,ng/g,ppb,0.20,0.80
2,NY,Lake Ontario,NCCAGL10-1224,560101,560101.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Mercury,7439-97-6,343.0,300,Exceeds SV,220,Exceeds SV,110,Exceeds SV,ng/g,ppb,0.20,0.80
2,NY,Lake Ontario,NCCAGL10-1225,560038,560038.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Mercury,7439-97-6,299.0,300,Does not exceed SV,220,Exceeds SV,110,Exceeds SV,ng/g,ppb,0.20,0.80
5,OH,Lake Erie,NCCAGL10-1136,560096,560096.2,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Mercury,7439-97-6,140.0,300,Does not exceed SV,220,Does Not Exceed SV,110,Exceeds SV,ng/g,ppb,0.20,0.80
5,OH,Lake Erie,NCCAGL10-1137,560035,560035.1,Sander vitreus,Walleye,Percidae,P,Mercury,7439-97-6,143.0,300,Does not exceed SV,220,Does Not Exceed SV,110,Exceeds SV,ng/g,ppb,0.20,0.80
5,OH,Lake Erie,NCCAGL10-1141,560030,560030.1,Sander vitreus,Walleye,Percidae,P,Mercury,7439-97-6,206.0,300,Does not exceed SV,220,Does Not Exceed SV,110,Exceeds SV,ng/g,ppb,0.20,0.80
5,OH,Lake Erie,NCCAGL10-1144,560040,560040.1,Aplodinotus grunniens,Freshwater drum,Sciaenidae,P,Mercury,7439-97-6,111.0,300,Does not exceed SV,220,Does Not Exceed SV,110,Exceeds SV,ng/g,ppb,0.20,0.80
5,OH,Lake Erie,NCCAGL10-1149,560095,560095.1,Perca flavescens,Yellow perch,Percidae,P,Mercury,7439-97-6,58.0,300,Does not exceed SV,220,Does Not Exceed SV,110,Does Not Exceed SV,ng/g,ppb,0.20,0.80
5,OH,Lake Erie,NCCAGL10-1157,560036,560036.1,Perca flavescens,Yellow perch,Percidae,P,Mercury,7439-97-6,58.5,300,Does not exceed SV,220,Does Not Exceed SV,110,Does Not Exceed SV,ng/g,ppb,0.20,0.80
5,OH,Lake Erie,NCCAGL10-1161,560027,560027.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,Mercury,7439-97-6,34.2,300,Does not exceed SV,220,Does Not Exceed SV,110,Does Not Exceed SV,ng/g,ppb,0.20,0.80
5,OH,Lake Erie,NCCAGL10-1163,560026,560026.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,Mercury,7439-97-6,53.8,300,Does not exceed SV,220,Does Not Exceed SV,110,Does Not Exceed SV,ng/g,ppb,0.20,0.80
5,OH,Lake Erie,NCCAGL10-1165,560137,560137.1,Sander vitreus,Walleye,Percidae,P,Mercury,7439-97-6,236.0,300,Does not exceed SV,220,Exceeds SV,110,Exceeds SV,ng/g,ppb,0.20,0.80
5,OH,Lake Erie,NCCAGL10-1169,560025,560025.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,Mercury,7439-97-6,30.9,300,Does not exceed SV,220,Does Not Exceed SV,110,Does Not Exceed SV,ng/g,ppb,0.20,0.80
5,OH,Lake Erie,NCCAGL10-1174,560031,560031.1,Sander vitreus,Walleye,Percidae,P,Mercury,7439-97-6,137.0,300,Does not exceed SV,220,Does Not Exceed SV,110,Exceeds SV,ng/g,ppb,0.20,0.80
5,OH,Lake Erie,NCCAGL10-1178,560135,560135.1,Sander vitreus,Walleye,Percidae,P,Mercury,7439-97-6,238.0,300,Does not exceed SV,220,Exceeds SV,110,Exceeds SV,ng/g,ppb,0.20,0.80
5,OH,Lake Erie,NCCAGL10-1179,560097,560097.1,Sander vitreus,Walleye,Percidae,P,Mercury,7439-97-6,286.0,300,Does not exceed SV,220,Exceeds SV,110,Exceeds SV,ng/g,ppb,0.20,0.80
5,OH,Lake Erie,NCCAGL10-2140,560029,560029.1,Sander vitreus,Walleye,Percidae,P,Mercury,7439-97-6,253.0,300,Does not exceed SV,220,Exceeds SV,110,Exceeds SV,ng/g,ppb,0.20,0.80
3,PA,Lake Erie,NCCAGL10-1146,560041,560041.1,Micropterus dolomieu,Smallmouth bass,Centrarchidae,P,Mercury,7439-97-6,139.0,300,Does not exceed SV,220,Does Not Exceed SV,110,Exceeds SV,ng/g,ppb,0.20,0.80
3,PA,Lake Erie,NCCAGL10-1173,560028,560028.1,Sander vitreus,Walleye,Percidae,P,Mercury,7439-97-6,143.0,300,Does not exceed SV,220,Does Not Exceed SV,110,Exceeds SV,ng/g,ppb,0.20,0.80
3,PA,Lake Erie,NCCAGL10-1176,560098,560098.1,Sander vitreus,Walleye,Percidae,P,Mercury,7439-97-6,181.0,300,Does not exceed SV,220,Does Not Exceed SV,110,Exceeds SV,ng/g,ppb,0.20,0.80
5,WI,Lake Superior,NCCAGL10-1005,560183,560183.1,Prosopium cylindraceum,Round whitefish,Salmonidae,BD,Mercury,7439-97-6,39.0,300,Does not exceed SV,220,Does Not Exceed SV,110,Does Not Exceed SV,ng/g,ppb,0.20,0.80
5,WI,Lake Superior,NCCAGL10-1009,560236,560236.1,Prosopium cylindraceum,Round whitefish,Salmonidae,BD,Mercury,7439-97-6,48.5,300,Does not exceed SV,220,Does Not Exceed SV,110,Does Not Exceed SV,ng/g,ppb,0.20,0.80
5,WI,Lake Superior,NCCAGL10-1013,560251,560251.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Mercury,7439-97-6,145.0,300,Does not exceed SV,220,Does Not Exceed SV,110,Exceeds SV,ng/g,ppb,0.20,0.80
5,WI,Lake Superior,NCCAGL10-1019,560189,560189.1,Prosopium cylindraceum,Round whitefish,Salmonidae,BD,Mercury,7439-97-6,39.5,300,Does not exceed SV,220,Does Not Exceed SV,110,Does Not Exceed SV,ng/g,ppb,0.20,0.80
5,WI,Lake Superior,NCCAGL10-1028,560079,560079.1,Prosopium cylindraceum,Round whitefish,Salmonidae,BD,Mercury,7439-97-6,51.1,300,Does not exceed SV,220,Does Not Exceed SV,110,Does Not Exceed SV,ng/g,ppb,0.20,0.80
5,WI,Lake Superior,NCCAGL10-1033,560250,560250.1,Catostomus commersonii,White sucker,Catostomidae,BD,Mercury,7439-97-6,51.4,300,Does not exceed SV,220,Does Not Exceed SV,110,Does Not Exceed SV,ng/g,ppb,0.20,0.80
5,WI,Lake Superior,NCCAGL10-1041,560182,560182.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Mercury,7439-97-6,149.0,300,Does not exceed SV,220,Does Not Exceed SV,110,Exceeds SV,ng/g,ppb,0.20,0.80
5,WI,Lake Superior,NCCAGL10-1044,560248,560248.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Mercury,7439-97-6,115.0,300,Does not exceed SV,220,Does Not Exceed SV,110,Exceeds SV,ng/g,ppb,0.20,0.80
5,WI,Lake Michigan,NCCAGL10-1048,560169,560169.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Mercury,7439-97-6,197.0,300,Does not exceed SV,220,Does Not Exceed SV,110,Exceeds SV,ng/g,ppb,0.20,0.80
5,WI,Lake Michigan,NCCAGL10-1059,560150,560150.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Mercury,7439-97-6,89.4,300,Does not exceed SV,220,Does Not Exceed SV,110,Does Not Exceed SV,ng/g,ppb,0.20,0.80
5,WI,Lake Michigan,NCCAGL10-1071,560211,560211.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Mercury,7439-97-6,91.6,300,Does not exceed SV,220,Does Not Exceed SV,110,Does Not Exceed SV,ng/g,ppb,0.20,0.80
5,WI,Lake Michigan,NCCAGL10-1075,560208,560208.1,Ictalurus punctatus,Channel catfish,Ictaluridae,BD,Mercury,7439-97-6,77.9,300,Does not exceed SV,220,Does Not Exceed SV,110,Does Not Exceed SV,ng/g,ppb,0.20,0.80
5,WI,Lake Michigan,NCCAGL10-1081,560180,560180.1,Oncorhynchus kisutch,Coho salmon,Salmonidae,P,Mercury,7439-97-6,88.5,300,Does not exceed SV,220,Does Not Exceed SV,110,Does Not Exceed SV,ng/g,ppb,0.20,0.80
5,WI,Lake Michigan,NCCAGL10-1082,560177,560177.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Mercury,7439-97-6,207.0,300,Does not exceed SV,220,Does Not Exceed SV,110,Exceeds SV,ng/g,ppb,0.20,0.80
