EPA Region,State,Lake,Site ID,EPA Sample ID,Species ID,Scientific Name,Common Name,Family,Niche,Analyte,CAS Number,Amount,Unit 1,Unit 2,MDL,QL,Lab Qualifier Flag,SCC Code,Comments,Sort Order
5,MI,Lake Superior,GLNS15-1347,779974,779974.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluoroheptanoate (PFHpA),375-85-9,,ng/g,ppb,0.13,0.25,U,,,4
5,MI,Lake Superior,GLNS15-1347,779974,779974.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorooctanoate (PFOA),335-67-1,,ng/g,ppb,0.23,0.25,U,,,5
5,MI,Lake Superior,GLNS15-1347,779974,779974.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorononanoate (PFNA),375-95-1,,ng/g,ppb,0.12,0.25,U,,,6
5,MI,Lake Superior,GLNS15-1347,779974,779974.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorodecanoate (PFDA),335-76-2,,ng/g,ppb,0.16,0.25,U,,,7
5,MI,Lake Superior,GLNS15-1347,779974,779974.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluoroundecanoate (PFUnA),2058-94-8,,ng/g,ppb,0.17,0.25,U,,,8
5,MI,Lake Superior,GLNS15-1347,779974,779974.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorododecanoate (PFDoA),307-55-1,,ng/g,ppb,0.09,0.25,U,,,9
5,MI,Lake Superior,GLNS15-1347,779974,779974.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorobutane sulfonate (PFBS),29420-49-3,,ng/g,ppb,0.36,0.50,U,,,10
5,MI,Lake Superior,GLNS15-1347,779974,779974.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorohexane sulfonate (PFHxS),355-46-4,,ng/g,ppb,0.63,1.25,U,,,11
5,MI,Lake Superior,GLNS15-1347,779974,779974.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorooctanesulfonate (PFOS),1763-23-1,1.39,ng/g,ppb,0.52,1.25,,,,12
5,MI,Lake Superior,GLNS15-1347,779974,779974.1,Oncorhynchus tshawytscha,Chinook salmon,Salmonidae,P,Perfluorooctane sulfonamide (PFOSA),754-91-6,,ng/g,ppb,0.13,0.25,U,,,13
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorobutanoate (PFBA),375-22-4,,ng/g,ppb,0.21,0.25,U,,,1
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluoropentanoate (PFPeA),2706-90-3,,ng/g,ppb,0.24,0.25,U,,,2
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorohexanoate (PFHxA),307-24-4,,ng/g,ppb,0.13,0.25,U,,,3
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluoroheptanoate (PFHpA),375-85-9,,ng/g,ppb,0.13,0.25,U,,,4
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorooctanoate (PFOA),335-67-1,,ng/g,ppb,0.23,0.25,U,,,5
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorononanoate (PFNA),375-95-1,0.29,ng/g,ppb,0.12,0.25,,,,6
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorodecanoate (PFDA),335-76-2,0.25,ng/g,ppb,0.16,0.25,J,J,Estimated,7
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluoroundecanoate (PFUnA),2058-94-8,0.49,ng/g,ppb,0.17,0.25,,,,8
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorododecanoate (PFDoA),307-55-1,0.12,ng/g,ppb,0.09,0.25,J,J,Estimated,9
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorobutane sulfonate (PFBS),29420-49-3,,ng/g,ppb,0.36,0.50,U,,,10
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorohexane sulfonate (PFHxS),355-46-4,,ng/g,ppb,0.63,1.25,U,,,11
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorooctanesulfonate (PFOS),1763-23-1,1.45,ng/g,ppb,0.52,1.25,,,,12
5,MI,Lake Superior,GLNS15-2001,776534,776534.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorooctane sulfonamide (PFOSA),754-91-6,,ng/g,ppb,0.13,0.25,U,,,13
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorobutanoate (PFBA),375-22-4,,ng/g,ppb,0.21,0.25,U,,,1
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluoropentanoate (PFPeA),2706-90-3,,ng/g,ppb,0.24,0.25,U,,,2
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorohexanoate (PFHxA),307-24-4,,ng/g,ppb,0.13,0.25,U,,,3
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluoroheptanoate (PFHpA),375-85-9,,ng/g,ppb,0.13,0.25,U,,,4
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorooctanoate (PFOA),335-67-1,,ng/g,ppb,0.23,0.25,U,,,5
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorononanoate (PFNA),375-95-1,0.67,ng/g,ppb,0.12,0.25,,,,6
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorodecanoate (PFDA),335-76-2,0.26,ng/g,ppb,0.16,0.25,,,,7
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluoroundecanoate (PFUnA),2058-94-8,0.73,ng/g,ppb,0.17,0.25,,,,8
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorododecanoate (PFDoA),307-55-1,0.29,ng/g,ppb,0.09,0.25,,,,9
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorobutane sulfonate (PFBS),29420-49-3,,ng/g,ppb,0.36,0.50,U,,,10
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorohexane sulfonate (PFHxS),355-46-4,,ng/g,ppb,0.63,1.25,U,,,11
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorooctanesulfonate (PFOS),1763-23-1,1.79,ng/g,ppb,0.52,1.25,,,,12
5,MI,Lake Superior,GLNS15-2002,778514,778514.2,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorooctane sulfonamide (PFOSA),754-91-6,,ng/g,ppb,0.13,0.25,U,,,13
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorobutanoate (PFBA),375-22-4,,ng/g,ppb,0.21,0.25,U,,,1
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluoropentanoate (PFPeA),2706-90-3,,ng/g,ppb,0.24,0.25,U,,,2
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorohexanoate (PFHxA),307-24-4,,ng/g,ppb,0.13,0.25,U,,,3
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluoroheptanoate (PFHpA),375-85-9,,ng/g,ppb,0.13,0.25,U,,,4
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorooctanoate (PFOA),335-67-1,0.27,ng/g,ppb,0.23,0.25,,,,5
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorononanoate (PFNA),375-95-1,0.14,ng/g,ppb,0.12,0.25,J,J,Estimated,6
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorodecanoate (PFDA),335-76-2,,ng/g,ppb,0.16,0.25,U,,,7
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluoroundecanoate (PFUnA),2058-94-8,0.28,ng/g,ppb,0.17,0.25,,,,8
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorododecanoate (PFDoA),307-55-1,,ng/g,ppb,0.09,0.25,U,,,9
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorobutane sulfonate (PFBS),29420-49-3,,ng/g,ppb,0.36,0.50,U,,,10
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorohexane sulfonate (PFHxS),355-46-4,,ng/g,ppb,0.63,1.25,U,,,11
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorooctanesulfonate (PFOS),1763-23-1,1.20,ng/g,ppb,0.52,1.25,J,J,Estimated,12
5,MI,Lake Superior,GLNS15-2003,807174,807174.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorooctane sulfonamide (PFOSA),754-91-6,,ng/g,ppb,0.13,0.25,U,,,13
5,MI,Lake Superior,GLNS15-2005,778554,778554.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorobutanoate (PFBA),375-22-4,,ng/g,ppb,0.21,0.25,U,,,1
5,MI,Lake Superior,GLNS15-2005,778554,778554.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluoropentanoate (PFPeA),2706-90-3,,ng/g,ppb,0.24,0.25,U,,,2
5,MI,Lake Superior,GLNS15-2005,778554,778554.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorohexanoate (PFHxA),307-24-4,,ng/g,ppb,0.13,0.25,U,,,3
5,MI,Lake Superior,GLNS15-2005,778554,778554.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluoroheptanoate (PFHpA),375-85-9,,ng/g,ppb,0.13,0.25,U,,,4
5,MI,Lake Superior,GLNS15-2005,778554,778554.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorooctanoate (PFOA),335-67-1,,ng/g,ppb,0.23,0.25,U,,,5
5,MI,Lake Superior,GLNS15-2005,778554,778554.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorononanoate (PFNA),375-95-1,0.96,ng/g,ppb,0.12,0.25,,,,6
5,MI,Lake Superior,GLNS15-2005,778554,778554.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorodecanoate (PFDA),335-76-2,0.45,ng/g,ppb,0.16,0.25,,,,7
5,MI,Lake Superior,GLNS15-2005,778554,778554.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluoroundecanoate (PFUnA),2058-94-8,1.10,ng/g,ppb,0.17,0.25,,,,8
5,MI,Lake Superior,GLNS15-2005,778554,778554.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorododecanoate (PFDoA),307-55-1,0.34,ng/g,ppb,0.09,0.25,,,,9
5,MI,Lake Superior,GLNS15-2005,778554,778554.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorobutane sulfonate (PFBS),29420-49-3,,ng/g,ppb,0.36,0.50,U,,,10
5,MI,Lake Superior,GLNS15-2005,778554,778554.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorohexane sulfonate (PFHxS),355-46-4,,ng/g,ppb,0.63,1.25,U,,,11
5,MI,Lake Superior,GLNS15-2005,778554,778554.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorooctanesulfonate (PFOS),1763-23-1,2.03,ng/g,ppb,0.52,1.25,,,,12
5,MI,Lake Superior,GLNS15-2005,778554,778554.1,Salvelinus namaycush,Lake trout,Salmonidae,P,Perfluorooctane sulfonamide (PFOSA),754-91-6,,ng/g,ppb,0.13,0.25,U,,,13
5,MI,Lake Superior,GLNS15-2006,780154,780154.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorobutanoate (PFBA),375-22-4,,ng/g,ppb,0.21,0.25,U,,,1
5,MI,Lake Superior,GLNS15-2006,780154,780154.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluoropentanoate (PFPeA),2706-90-3,,ng/g,ppb,0.24,0.25,U,,,2
5,MI,Lake Superior,GLNS15-2006,780154,780154.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorohexanoate (PFHxA),307-24-4,,ng/g,ppb,0.13,0.25,U,,,3
5,MI,Lake Superior,GLNS15-2006,780154,780154.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluoroheptanoate (PFHpA),375-85-9,,ng/g,ppb,0.13,0.25,U,,,4
5,MI,Lake Superior,GLNS15-2006,780154,780154.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorooctanoate (PFOA),335-67-1,,ng/g,ppb,0.23,0.25,U,,,5
5,MI,Lake Superior,GLNS15-2006,780154,780154.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorononanoate (PFNA),375-95-1,0.33,ng/g,ppb,0.12,0.25,,,,6
5,MI,Lake Superior,GLNS15-2006,780154,780154.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorodecanoate (PFDA),335-76-2,,ng/g,ppb,0.16,0.25,U,,,7
5,MI,Lake Superior,GLNS15-2006,780154,780154.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluoroundecanoate (PFUnA),2058-94-8,0.32,ng/g,ppb,0.17,0.25,,,,8
5,MI,Lake Superior,GLNS15-2006,780154,780154.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorododecanoate (PFDoA),307-55-1,0.13,ng/g,ppb,0.09,0.25,J,J,Estimated,9
5,MI,Lake Superior,GLNS15-2006,780154,780154.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorobutane sulfonate (PFBS),29420-49-3,,ng/g,ppb,0.36,0.50,U,,,10
5,MI,Lake Superior,GLNS15-2006,780154,780154.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorohexane sulfonate (PFHxS),355-46-4,,ng/g,ppb,0.63,1.25,U,,,11
5,MI,Lake Superior,GLNS15-2006,780154,780154.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorooctanesulfonate (PFOS),1763-23-1,0.69,ng/g,ppb,0.52,1.25,J,J,Estimated,12
5,MI,Lake Superior,GLNS15-2006,780154,780154.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorooctane sulfonamide (PFOSA),754-91-6,0.18,ng/g,ppb,0.13,0.25,J,J,Estimated,13
5,MI,Lake Superior,GLNS15-2007,794954,794954.2,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorobutanoate (PFBA),375-22-4,,ng/g,ppb,0.21,0.25,U,,,1
5,MI,Lake Superior,GLNS15-2007,794954,794954.2,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluoropentanoate (PFPeA),2706-90-3,,ng/g,ppb,0.24,0.25,U,,,2
5,MI,Lake Superior,GLNS15-2007,794954,794954.2,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorohexanoate (PFHxA),307-24-4,,ng/g,ppb,0.13,0.25,U,,,3
5,MI,Lake Superior,GLNS15-2007,794954,794954.2,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluoroheptanoate (PFHpA),375-85-9,,ng/g,ppb,0.13,0.25,U,,,4
5,MI,Lake Superior,GLNS15-2007,794954,794954.2,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorooctanoate (PFOA),335-67-1,,ng/g,ppb,0.23,0.25,U,,,5
5,MI,Lake Superior,GLNS15-2007,794954,794954.2,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorononanoate (PFNA),375-95-1,5.04,ng/g,ppb,0.12,0.25,,,,6
5,MI,Lake Superior,GLNS15-2007,794954,794954.2,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorodecanoate (PFDA),335-76-2,3.48,ng/g,ppb,0.16,0.25,,,,7
5,MI,Lake Superior,GLNS15-2007,794954,794954.2,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluoroundecanoate (PFUnA),2058-94-8,7.05,ng/g,ppb,0.17,0.25,,,,8
5,MI,Lake Superior,GLNS15-2007,794954,794954.2,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorododecanoate (PFDoA),307-55-1,2.06,ng/g,ppb,0.09,0.25,,,,9
5,MI,Lake Superior,GLNS15-2007,794954,794954.2,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorobutane sulfonate (PFBS),29420-49-3,,ng/g,ppb,0.36,0.50,U,,,10
5,MI,Lake Superior,GLNS15-2007,794954,794954.2,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorohexane sulfonate (PFHxS),355-46-4,,ng/g,ppb,0.63,1.25,U,,,11
5,MI,Lake Superior,GLNS15-2007,794954,794954.2,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorooctanesulfonate (PFOS),1763-23-1,8.54,ng/g,ppb,0.52,1.25,,,,12
5,MI,Lake Superior,GLNS15-2007,794954,794954.2,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorooctane sulfonamide (PFOSA),754-91-6,,ng/g,ppb,0.13,0.25,U,,,13
5,MI,Lake Superior,GLNS15-2009,806994,806994.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorobutanoate (PFBA),375-22-4,,ng/g,ppb,0.21,0.25,U,,,1
5,MI,Lake Superior,GLNS15-2009,806994,806994.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluoropentanoate (PFPeA),2706-90-3,,ng/g,ppb,0.24,0.25,U,,,2
5,MI,Lake Superior,GLNS15-2009,806994,806994.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorohexanoate (PFHxA),307-24-4,,ng/g,ppb,0.13,0.25,U,,,3
5,MI,Lake Superior,GLNS15-2009,806994,806994.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluoroheptanoate (PFHpA),375-85-9,,ng/g,ppb,0.13,0.25,U,,,4
5,MI,Lake Superior,GLNS15-2009,806994,806994.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorooctanoate (PFOA),335-67-1,,ng/g,ppb,0.23,0.25,U,,,5
5,MI,Lake Superior,GLNS15-2009,806994,806994.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorononanoate (PFNA),375-95-1,0.17,ng/g,ppb,0.12,0.25,J,J,Estimated,6
5,MI,Lake Superior,GLNS15-2009,806994,806994.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorodecanoate (PFDA),335-76-2,,ng/g,ppb,0.16,0.25,U,,,7
5,MI,Lake Superior,GLNS15-2009,806994,806994.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluoroundecanoate (PFUnA),2058-94-8,0.17,ng/g,ppb,0.17,0.25,J,J,Estimated,8
5,MI,Lake Superior,GLNS15-2009,806994,806994.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorododecanoate (PFDoA),307-55-1,,ng/g,ppb,0.09,0.25,U,,,9
5,MI,Lake Superior,GLNS15-2009,806994,806994.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorobutane sulfonate (PFBS),29420-49-3,,ng/g,ppb,0.36,0.50,U,,,10
5,MI,Lake Superior,GLNS15-2009,806994,806994.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorohexane sulfonate (PFHxS),355-46-4,,ng/g,ppb,0.63,1.25,U,,,11
5,MI,Lake Superior,GLNS15-2009,806994,806994.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorooctanesulfonate (PFOS),1763-23-1,0.52,ng/g,ppb,0.52,1.25,J,J,Estimated,12
5,MI,Lake Superior,GLNS15-2009,806994,806994.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorooctane sulfonamide (PFOSA),754-91-6,,ng/g,ppb,0.13,0.25,U,,,13
5,MI,Lake Superior,GLNS15-2011,794934,794934.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorobutanoate (PFBA),375-22-4,,ng/g,ppb,0.21,0.25,U,,,1
5,MI,Lake Superior,GLNS15-2011,794934,794934.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluoropentanoate (PFPeA),2706-90-3,,ng/g,ppb,0.24,0.25,U,,,2
5,MI,Lake Superior,GLNS15-2011,794934,794934.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorohexanoate (PFHxA),307-24-4,,ng/g,ppb,0.13,0.25,U,,,3
5,MI,Lake Superior,GLNS15-2011,794934,794934.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluoroheptanoate (PFHpA),375-85-9,,ng/g,ppb,0.13,0.25,U,,,4
5,MI,Lake Superior,GLNS15-2011,794934,794934.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorooctanoate (PFOA),335-67-1,0.41,ng/g,ppb,0.23,0.25,,,,5
5,MI,Lake Superior,GLNS15-2011,794934,794934.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorononanoate (PFNA),375-95-1,8.39,ng/g,ppb,0.12,0.25,,,,6
5,MI,Lake Superior,GLNS15-2011,794934,794934.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorodecanoate (PFDA),335-76-2,5.08,ng/g,ppb,0.16,0.25,,,,7
5,MI,Lake Superior,GLNS15-2011,794934,794934.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluoroundecanoate (PFUnA),2058-94-8,10.30,ng/g,ppb,0.17,0.25,,,,8
5,MI,Lake Superior,GLNS15-2011,794934,794934.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorododecanoate (PFDoA),307-55-1,2.65,ng/g,ppb,0.09,0.25,,,,9
5,MI,Lake Superior,GLNS15-2011,794934,794934.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorobutane sulfonate (PFBS),29420-49-3,,ng/g,ppb,0.36,0.50,U,,,10
5,MI,Lake Superior,GLNS15-2011,794934,794934.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorohexane sulfonate (PFHxS),355-46-4,,ng/g,ppb,0.63,1.25,U,,,11
5,MI,Lake Superior,GLNS15-2011,794934,794934.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorooctanesulfonate (PFOS),1763-23-1,10.90,ng/g,ppb,0.52,1.25,,,,12
5,MI,Lake Superior,GLNS15-2011,794934,794934.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorooctane sulfonamide (PFOSA),754-91-6,,ng/g,ppb,0.13,0.25,U,,,13
5,MI,Lake Superior,GLNS15-2013,806794,806794.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorobutanoate (PFBA),375-22-4,,ng/g,ppb,0.21,0.25,U,,,1
5,MI,Lake Superior,GLNS15-2013,806794,806794.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluoropentanoate (PFPeA),2706-90-3,,ng/g,ppb,0.24,0.25,U,,,2
5,MI,Lake Superior,GLNS15-2013,806794,806794.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorohexanoate (PFHxA),307-24-4,,ng/g,ppb,0.13,0.25,U,,,3
5,MI,Lake Superior,GLNS15-2013,806794,806794.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluoroheptanoate (PFHpA),375-85-9,,ng/g,ppb,0.13,0.25,U,,,4
5,MI,Lake Superior,GLNS15-2013,806794,806794.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorooctanoate (PFOA),335-67-1,,ng/g,ppb,0.23,0.25,U,,,5
5,MI,Lake Superior,GLNS15-2013,806794,806794.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorononanoate (PFNA),375-95-1,5.01,ng/g,ppb,0.12,0.25,,,,6
5,MI,Lake Superior,GLNS15-2013,806794,806794.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorodecanoate (PFDA),335-76-2,5.81,ng/g,ppb,0.16,0.25,,,,7
5,MI,Lake Superior,GLNS15-2013,806794,806794.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluoroundecanoate (PFUnA),2058-94-8,15.00,ng/g,ppb,0.17,0.25,,,,8
5,MI,Lake Superior,GLNS15-2013,806794,806794.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorododecanoate (PFDoA),307-55-1,3.65,ng/g,ppb,0.09,0.25,,,,9
5,MI,Lake Superior,GLNS15-2013,806794,806794.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorobutane sulfonate (PFBS),29420-49-3,,ng/g,ppb,0.36,0.50,U,,,10
5,MI,Lake Superior,GLNS15-2013,806794,806794.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorohexane sulfonate (PFHxS),355-46-4,,ng/g,ppb,0.63,1.25,U,,,11
5,MI,Lake Superior,GLNS15-2013,806794,806794.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorooctanesulfonate (PFOS),1763-23-1,4.47,ng/g,ppb,0.52,1.25,,,,12
5,MI,Lake Superior,GLNS15-2013,806794,806794.1,Catostomus catostomus,Longnose sucker,Catostomidae,BD,Perfluorooctane sulfonamide (PFOSA),754-91-6,,ng/g,ppb,0.13,0.25,U,,,13
5,MI,Lake Superior,GLNS15-2025,780014,780014.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorobutanoate (PFBA),375-22-4,,ng/g,ppb,0.21,0.25,U,,,1
5,MI,Lake Superior,GLNS15-2025,780014,780014.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluoropentanoate (PFPeA),2706-90-3,,ng/g,ppb,0.24,0.25,U,,,2
5,MI,Lake Superior,GLNS15-2025,780014,780014.1,Coregonus clupeaformis,Lake whitefish,Salmonidae,BD,Perfluorohexanoate (PFHxA),307-24-4,,ng/g,ppb,0.13,0.25,U,,,3
