EPA Region,State,Lake,EPA Site ID,EPA Sample ID,Species ID,Scientific Name,Common Name,Family,Niche,Tissue Type,% Lipids,Method,Analyte,CAS Number,Amount,MDL,QL,Units 1,Units 2,Lab Flag,SCC Code,Comments
5,MI,Lake Superior,NGL20_MI-10134,150316,150316.1,Oncorhynchus tshawytscha,Chinook Salmon,Salmonidae,P,Fillet,0.86,1631E,Mercury,7439-97-6,48.1,0.09,4.0,ng/g,ppb,,,
5,MI,Lake Superior,NGL20_MI-10135,154516,154516.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,8.30,1631E,Mercury,7439-97-6,615.0,0.09,4.0,ng/g,ppb,,,
5,MI,Lake Superior,NGL20_MI-10136,155816,155816.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,1631E,Mercury,7439-97-6,133.0,0.09,4.0,ng/g,ppb,,,
5,MI,Lake Superior,NGL20_MI-10139,155876,155876.1,Catostomus commersonii,White Sucker,Catostomidae,BD,Fillet,1.90,1631E,Mercury,7439-97-6,167.0,0.09,4.0,ng/g,ppb,,,
5,MI,Lake Superior,NGL20_MI-10140,150496,150496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,2.60,1631E,Mercury,7439-97-6,103.0,0.09,4.0,ng/g,ppb,,,
5,MI,Lake Superior,NGL20_MI-10142,157396,157396.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.70,1631E,Mercury,7439-97-6,171.0,0.09,4.0,ng/g,ppb,,,
5,MI,Lake Superior,NGL20_MI-10143,150196,150196.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,2.40,1631E,Mercury,7439-97-6,75.1,0.09,4.0,ng/g,ppb,,,
5,MI,Lake Superior,NGL20_MI-10144,150476,150476.1,Salmo trutta,Brown Trout,Salmonidae,P,Fillet,10.00,1631E,Mercury,7439-97-6,137.0,0.09,4.0,ng/g,ppb,,,
5,MI,Lake Superior,NGL20_MI-10145,154556,154556.1,Coregonus clupeaformis,Lake Whitefish,Salmonidae,BD,Fillet,2.67,1631E,Mercury,7439-97-6,35.6,0.09,4.0,ng/g,ppb,,,
5,MI,Lake Superior,NGL20_MI-10148,150216,150216.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,7.30,1631E,Mercury,7439-97-6,155.0,0.09,4.0,ng/g,ppb,,,
5,MI,Lake Superior,NGL20_MI-10149,154716,154716.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,13.00,1631E,Mercury,7439-97-6,386.0,0.09,4.0,ng/g,ppb,,,
5,MI,Lake Superior,NGL20_MI-10151,154996,154996.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,2.40,1631E,Mercury,7439-97-6,235.0,0.09,4.0,ng/g,ppb,,,
5,MI,Lake Superior,NGL20_MI-10152,154536,154536.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.90,1631E,Mercury,7439-97-6,155.0,0.09,4.0,ng/g,ppb,,,
5,MI,Lake Superior,NGL20_MI-10154,155856,155856.1,Catostomus commersonii,White Sucker,Catostomidae,BD,Fillet,1.10,1631E,Mercury,7439-97-6,69.7,0.09,4.0,ng/g,ppb,,,
5,MI,Lake Superior,NGL20_MI-10155,150336,150336.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,14.00,1631E,Mercury,7439-97-6,174.0,0.09,4.0,ng/g,ppb,,,
5,MI,Lake Superior,NGL20_MI-10157,157436,157436.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,10.00,1631E,Mercury,7439-97-6,389.0,0.09,4.0,ng/g,ppb,,,
5,MI,Lake Superior,NGL20_MI-10159,150176,150176.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,6.47,1631E,Mercury,7439-97-6,124.0,0.09,4.0,ng/g,ppb,,,
5,MI,Lake Superior,NGL20_MI-10160,154596,154596.1,Salmo trutta,Brown Trout,Salmonidae,P,Fillet,5.00,1631E,Mercury,7439-97-6,180.0,0.09,4.0,ng/g,ppb,,,
5,MI,Lake Superior,NGL20_MI-10161,154376,154376.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,1.90,1631E,Mercury,7439-97-6,175.0,0.09,4.0,ng/g,ppb,,,
5,MI,Lake Superior,NGL20_MI-10162,154496,154496.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,9.80,1631E,Mercury,7439-97-6,876.0,0.09,4.0,ng/g,ppb,,,
5,MI,Lake Superior,NGL20_MI-10163,150356,150356.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,5.93,1631E,Mercury,7439-97-6,87.3,0.09,4.0,ng/g,ppb,,,
5,MN,Lake Superior,NGL20_MN-10001,155196,155196.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,5.43,1631E,Mercury,7439-97-6,94.1,0.09,4.0,ng/g,ppb,,,
5,MN,Lake Superior,NGL20_MN-10002,155136,155136.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,5.60,1631E,Mercury,7439-97-6,154.0,0.09,4.0,ng/g,ppb,,,
5,MN,Lake Superior,NGL20_MN-10003,155176,155176.1,Oncorhynchus kisutch,Coho Salmon,Salmonidae,P,Fillet,2.20,1631E,Mercury,7439-97-6,49.6,0.09,4.0,ng/g,ppb,,,
5,MN,Lake Superior,NGL20_MN-10004,165316,165316.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,7.00,1631E,Mercury,7439-97-6,193.0,0.09,4.0,ng/g,ppb,,,
5,MN,Lake Superior,NGL20_MN-10005,155116,155116.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,2.90,1631E,Mercury,7439-97-6,59.2,0.09,4.0,ng/g,ppb,,,
5,MN,Lake Superior,NGL20_MN-10006,155056,155056.1,Salvelinus namaycush,Lake Trout,Salmonidae,P,Fillet,6.90,1631E,Mercury,7439-97-6,304.0,0.09,4.0,ng/g,ppb,,,
5,MN,Lake Superior,NGL20_MN-10007,165976,165976.1,Sander vitreus,Walleye,Percidae,P,Fillet,0.52,1631E,Mercury,7439-97-6,124.0,0.09,4.0,ng/g,ppb,,,
5,MN,Lake Superior,NGL20_MN-10008,155156,155156.1,Lota lota,Burbot,Gadidae,P,Fillet,0.43,1631E,Mercury,7439-97-6,182.0,0.09,4.0,ng/g,ppb,,,
5,MN,Lake Superior,NGL20_MN-10009,165716,165716.1,Oncorhynchus kisutch,Coho Salmon,Salmonidae,P,Fillet,0.52,1631E,Mercury,7439-97-6,83.1,0.09,4.0,ng/g,ppb,,,
5,WI,Lake Superior,NGL20_WI-10022,152996,152996.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Fillet,2.76,1631E,Mercury,7439-97-6,63.9,0.09,4.0,ng/g,ppb,,,
5,WI,Lake Superior,NGL20_WI-10023,150036,150036.1,Micropterus dolomieu,Smallmouth Bass,Centrarchidae,P,Fillet,2.20,1631E,Mercury,7439-97-6,128.0,0.09,4.0,ng/g,ppb,,,
5,WI,Lake Superior,NGL20_WI-10024,150116,150116.1,Prosopium cylindraceum,Round Whitefish,Salmonidae,BD,Fillet,2.60,1631E,Mercury,7439-97-6,51.2,0.09,4.0,ng/g,ppb,,,
5,WI,Lake Superior,NGL20_WI-10025,150096,150096.1,Catostomus catostomus,Longnose Sucker,Catostomidae,BD,Fillet,2.30,1631E,Mercury,7439-97-6,63.5,0.09,4.0,ng/g,ppb,,,
5,WI,Lake Superior,NGL20_WI-10027,150076,150076.1,Sander vitreus,Walleye,Percidae,P,Fillet,0.39,1631E,Mercury,7439-97-6,85.1,0.09,4.0,ng/g,ppb,,,
